ÅÅÃû,ËÑË÷´Ê,ËÑË÷ÈËÆø,Ïà¹ØËÑË÷´ÊÊý,µã»÷ÂÊ,µã»÷ÈËÆø,Ö§¸¶×ª»¯ÂÊ,Ö±Í¨³µ²Î¿¼¼Û,ÈÕÆÚ£º20170613,ÈÕÆÚ£º20170614,ÈÕÆÚ£º20170615,ÈÕÆÚ£º20170616,ÈÕÆÚ£º20170617,ÈÕÆÚ£º20170618,ÈÕÆÚ£º20170619
271,ÄÐ¿ã,110,1,2.1875,47,0,0,,,,,,338,271
272,¾ý×ÓÀ¼,110,1,5.0556,100,0.1111,0,267,286,258,,333,299,272
273,Ð£·þ,110,1,0.6087,69,0,0.87,,,,,295,,273
274,ºÌÄ¾,110,1,3.1923,69,0.3333,0,,,,,,,274
275,Æ¤¿ã,100,1,1.6364,69,0,0,120,114,,,165,,275
276,Åô,100,1,0.8205,58,0,0,181,281,,228,205,288,276
277,±¡ºÉ,100,1,1.5833,58,0,0,152,,322,,330,272,277
278,ÉÀ,100,1,3.2222,100,0.8889,0,,269,189,217,284,,278
279,ÍÃ×Ó,100,1,1.8077,80,0.1429,0,275,262,221,,,231,279
280,¹úÆì,100,1,0.8421,58,0,0,,321,,323,,262,280
281,°´¿Û,100,1,0.875,69,0,0,,,,,,357,281
282,´°,100,1,0.9394,35,0,0,,,,302,,,282
283,¿Õµ÷,100,1,3.2222,100,0.8889,0,,,,218,,,283
284,´óÍ²,100,1,0.381,23,0,0,,,197,,340,,284
285,Åû¼ç,100,1,3.2222,100,0.8889,0,,,,,,,285
286,¹û½´,100,1,1.0455,23,0,0,,,,,,,286
287,³ÄÒÂ,100,1,1.3333,47,0.25,0,,,305,231,256,375,287
288,ÆìÅÛ,100,1,1.2069,58,0,0.69,,,,,,,288
289,Æì,100,1,1.2174,69,0,0,318,190,259,247,186,180,289
290,ÈýÎÆÓã,100,1,0.8261,47,0,0,217,252,219,,195,228,290
291,¶¤×Ó,90,1,0.25,23,0,0,272,,,,,331,291
292,Å®°ü,90,1,0.0556,10,0,0,124,314,,81,269,347,292
293,Íè,90,1,10.1304,80,0,0,62,279,78,,229,270,293
294,±Ê¼Ç±¾,90,1,0.3077,23,0,0,,,,,,,294
295,ÃÞ²¼,90,1,0.9259,35,0,0,323,,,,,,295
296,Í¯×°,90,1,1,10,0,0,,,127,,177,239,296
297,µçÄÔ,90,1,0.3077,23,0,0,,,,,,,297
298,ºÉ°ü,90,1,0.1,10,0,0,,210,,,313,,298
299,Ö¯Îï,90,1,6.3333,90,0,0,188,,216,268,244,233,299
300,¹âÏß,90,1,1.75,35,0,0,,,,,,,300
301,ºÚÄµµ¤,90,1,1.7391,47,0,0,309,271,268,270,265,266,301
302,Ë®Í°,90,1,0.32,23,0,0,336,203,302,281,287,193,302
303,µåÀ¶,90,1,0.2727,23,0,0,,,,,317,,303
304,Ê®×Ö¼Ü,90,1,0.6471,35,0,0,,,,,339,,304
305,Æá,90,1,2.5065,58,0,0,296,199,291,255,341,234,305
306,¿ÛÑÛ,90,1,0.1667,35,0,0,,,,,,,306
307,Î÷×°,90,1,0.2963,35,0,0.65,225,133,187,292,237,145,307
308,ÇÉ¿ËÁ¦,90,1,0.7727,58,0,0,314,,307,,240,195,308
309,Å®È¹,90,1,0.7838,58,0,0,247,264,,275,257,,309
310,»ð¹ø,80,1,0.2727,35,0,0,,277,,,302,,310
311,¾íÆ¤,80,1,0,0,0,0,,,,,,,311
312,ºÐ×Ó,80,1,5.5714,58,0,0,,285,,,,322,312
313,ÏÌÓã,80,1,0.6429,35,0,0,245,,,,,214,313
314,¹·,80,1,1.1667,47,0,0,,249,,95,245,324,314
315,Öí,80,1,0.2727,10,0,0,,,,,172,,315
316,Åä¼þ,80,1,0.3846,35,0,0,,,,,,,316
317,¿§·È,80,1,0.2727,10,0,0,,,,,,,317
318,··Âô»ú,80,1,0.3077,23,0,0,216,160,,213,264,,318
319,Å£×Ð·þ,80,1,0.5556,58,0,0,155,218,272,78,348,,319
320,´óÃÅ,80,1,0.1,10,0,0,,,234,,,,320
321,Ã«ÄØ,69,1,2.1667,58,0,0,,,,,,,321
322,ºüÀê,69,1,2.0182,69,0.3333,0,,261,,317,282,,322
323,¼ô×Ó,69,1,0.1818,23,0,0,,,,,,,323
324,¸ñÄ¾,69,1,7.5,69,0.1667,0,305,,298,301,,353,324
325,ÄÏ¹Ï,69,1,0.3333,23,0,0,330,284,325,146,,356,325
326,ÍÏ°Ñ,69,1,0.2857,35,0,0,,,,,,,326
327,ÒÏ,69,1,0.5,23,0,0,191,,327,267,,209,327
328,¶¬È¹,69,1,0.1818,23,0,0.14,,,,,,,328
329,Ì¿,69,1,2.2,23,0,0,334,265,,,,258,329
330,Éþ×Ó,69,1,1.5833,47,0,0,137,138,165,163,157,176,330
331,Ëø,69,1,0.2222,10,0,0,182,305,290,289,,369,331
332,Àæ»¨,69,1,1,10,0,0,,,,,,,332
333,ÐØÌù,69,1,0.4,23,0,0,,,,,,,333
334,±¾,69,1,0,0,0,0,,,231,291,,,334
