ÅÅÃû,ËÑË÷´Ê,ËÑË÷ÈËÆø,Ïà¹ØËÑË÷´ÊÊý,µã»÷ÂÊ,µã»÷ÈËÆø,Ö§¸¶×ª»¯ÂÊ,Ö±Í¨³µ²Î¿¼¼Û,ÈÕÆÚ£º20170619,ÈÕÆÚ£º20170620,ÈÕÆÚ£º20170621,ÈÕÆÚ£º20170622,ÈÕÆÚ£º20170623,ÈÕÆÚ£º20170624,ÈÕÆÚ£º20170625
31,Ç¦±Ê,5019,131,1.0497,3582,0.059,1.69,36,34,36,34,34,34,31
32,¿íËÉ¿ã,4386,33,1.2864,2870,0.037,0.82,27,29,31,30,18,28,32
33,¿ã½Å,4214,73,1.1426,2875,0.0277,0.64,32,33,35,33,35,32,33
34,Íø,4199,88,1.0154,2691,0.0358,0.67,38,38,34,39,39,39,34
35,ÁÁÆ¬,4113,74,1.4961,3187,0.0265,0.81,35,36,33,32,32,37,35
36,»¨°ú,3966,44,1.7362,2883,0.0367,0.92,41,41,41,38,38,38,36
37,ËÉ½ô´ø,3794,58,1.214,2762,0.054,1.09,43,43,38,37,40,42,37
38,ÓãÍø,3784,51,1.1131,2632,0.0357,0.51,40,39,40,42,37,36,38
39,Ãµ¹å,3729,34,1.2876,2518,0.0665,0.81,37,42,39,40,36,41,39
40,À­Á´,3281,66,1.3856,2318,0.0401,1.13,46,48,42,43,43,46,40
41,Ñ§Éú×°,3197,17,1.0073,2126,0.0531,0.44,82,102,61,84,104,98,41
42,·þÊÎ,3163,49,1.6817,2202,0.1076,1.48,34,31,32,35,33,44,42
43,Ñü´ø,3093,45,1.1726,2118,0.0258,0.85,42,44,43,45,44,47,43
44,Æ®´ø,3085,41,1.0831,2116,0.0443,0.78,45,45,46,47,46,45,44
45,Å£×ÐÈ¹,3010,25,1.6246,2169,0.048,0.6,55,55,44,46,47,53,45
46,È¹,2883,28,0.9064,1898,0.0217,0.43,33,59,52,55,57,55,46
47,¹ÙÍø,2773,22,1.5728,1744,0.0074,0.37,39,37,49,48,59,40,47
48,Ã­¶¤,2771,38,1.6382,2164,0.0392,0.97,47,47,45,44,48,48,48
49,ÉÏÒÂ,2771,24,1.463,1990,0.0425,0.59,66,66,100,73,70,35,49
50,ÒÂ·þ,2768,31,1.6141,1931,0.0085,0.6,71,74,62,49,58,54,50
51,Ãµ¹å»¨,2664,34,1.116,1896,0.0523,0.6,51,50,50,50,50,49,51
52,ÒÂ,2642,53,1.8078,1840,0.0592,1.65,44,40,37,41,49,43,52
53,ÍøÍà,2441,25,1.0628,1713,0.0381,0.4,49,49,65,59,52,51,53
54,¿ãÍÈ,2383,36,0.8094,1414,0.0068,0.77,57,51,54,52,51,52,54
55,°ëÉíÈ¹,2272,16,1.8153,1756,0.0587,0.68,58,109,78,57,92,68,55
56,ÅÌ,2172,18,0.8995,1244,0.0082,0.17,61,63,57,53,72,59,56
57,Ì×,2103,22,1.0854,1365,0.032,0.66,73,52,47,72,81,80,57
58,µÆÁý¿ã,2092,21,1.17,1378,0.0561,1.28,63,54,56,62,55,56,58
59,²Ê´ø,1977,21,0.8784,1298,0.0268,0.34,70,77,68,63,68,70,59
60,¹ÈÁ£,1947,1,1.7449,1163,0.0045,0.51,59,,,,62,,60
61,Èâ,1882,33,0.9335,1049,0.0419,0,65,53,53,54,67,67,61
62,¿Ú´ü,1849,37,1.1469,1414,0.0304,1.07,64,70,48,58,45,65,62
63,¿ãÍ·,1835,33,0.4297,758,0.0333,0,69,61,59,61,65,69,63
64,tÐô,1818,22,1.9222,1521,0.0121,1.19,75,57,76,60,64,74,64
65,¿Û,1790,28,1.26,1184,0.0219,0.93,90,69,75,75,79,76,65
66,Ò¹ÊÐ,1773,4,1.0863,1130,0.0141,0.13,165,146,185,158,147,111,66
67,²¼,1770,24,0.9256,948,0.0667,0.68,62,75,51,51,73,71,67
68,É´,1753,11,0.8991,1094,0.0148,0.19,109,35,67,67,154,148,68
69,Ã¨,1689,11,2.0251,1247,0.0081,0.16,77,76,64,64,77,84,69
70,Å£×ÐÒÂ,1654,7,1.5376,1226,0.0125,0.59,74,80,72,68,63,72,70
71,ÂÜ²·,1633,10,2.3566,1116,0.0335,0.71,87,95,91,83,90,89,71
72,½´,1615,4,3.7012,1322,0.0224,0.37,92,293,153,172,192,143,72
73,Á¬ÒÂÈ¹,1552,17,1.7577,1237,0.0247,0.68,53,58,58,71,61,62,73
74,Ã×,1518,11,2.5833,1244,0.0082,0,80,90,92,105,121,114,74
75,·þ×°,1499,3,1.9657,772,0,0.42,200,280,108,153,138,195,75
76,´Å,1455,14,0.7763,964,0.0296,0,91,92,85,96,87,81,76
77,±³ÐÄ,1430,6,1.455,1026,0.0649,0.83,111,56,135,157,112,102,77
78,Æ¤´ø,1394,24,0.8927,837,0.0145,1.35,85,103,87,77,95,86,78
79,ÕäÖé,1375,14,1.2791,1086,0.005,0.59,78,72,70,69,75,79,79
80,¹¤×°¿ã,1368,8,1.8782,1060,0.0515,0.54,52,101,117,118,89,108,80
81,ÐÂÆ·,1335,23,1.197,999,0.0337,0,56,62,69,85,66,77,81
82,²æ,1332,16,0.8046,767,0.0246,0.48,67,64,60,66,69,78,82
83,¾í,1288,11,1.6102,960,0.006,0.58,95,78,98,101,83,95,83
84,Ìú»·,1281,21,0.7746,828,0.0221,0.05,118,86,116,103,60,94,84
85,¹¤×°,1233,12,1.4367,870,0.0274,0.42,86,91,77,70,102,64,85
86,È¹×Ó,1159,12,1.1847,772,0.0244,0.43,76,113,71,81,71,58,86
87,¿É¿É,1156,3,5.4031,1086,0.0547,0,119,168,127,196,145,138,87
88,ÃÛÌÇ,1152,3,1.3873,598,0.0349,1.48,54,60,81,65,,87,88
89,Ìú,1145,9,0.7233,722,0.0804,0,81,83,80,100,96,100,89
90,µÆÁý,1130,12,0.9927,749,0,1.28,60,82,55,76,78,57,90
91,¾íÆ¤,1127,1,0.82,789,0.0157,0.28,311,,,324,,,91
92,¶ÌÈ¹,1094,13,1.4558,722,0.0625,0.68,50,123,84,111,119,83,92
93,ÒÂ³÷,1026,12,2.1316,588,0.0238,0,120,157,96,107,97,93,93
94,¶¹É³,1018,1,2.3004,991,0,0,,,,,,,94
95,ÂÖ,1018,7,0.9172,578,0.061,0,84,96,88,88,85,88,95
96,Å¦¿Û,1007,18,0.956,666,0.05,0.56,103,94,90,106,91,97,96
97,ÌÇ,987,4,2.748,772,0,0,127,164,193,146,285,99,97
98,Ë¿´ø,987,14,0.7746,603,0,0,97,98,112,108,114,125,98
99,°Ø,987,13,1.9591,776,0.0645,0,89,97,93,89,94,92,99
100,°åÐ¬,940,1,1.31,731,0.0526,0.39,,,,,,,100
101,Ï»×Ó,940,6,1.8623,736,0.0261,0,94,107,86,86,93,91,101
102,Ð¡Ïó,924,14,1.0519,613,0.0787,0,83,111,74,74,111,75,102
103,½ðÊô,908,11,0.7004,578,0.0366,0.69,114,127,102,140,113,104,103
104,°ü×Ó,841,3,2.1978,520,0,0.15,,269,,260,,,104
105,ÆÐÌá,824,1,2.0999,722,0.0179,0,,,105,,,,105
106,³È,820,6,0.8238,647,0,0,138,100,177,167,179,118,106
107,Ïð½î,781,7,1.3837,536,0.0405,0,115,108,120,134,120,124,107
108,Ä¥Ã«,776,9,1.3422,504,0.0294,0.77,110,131,113,119,115,112,108
109,¿Û×Ó,767,11,0.7646,383,0,0.62,140,139,109,110,136,123,109
110,Ð¡³û¾Õ,754,8,1.311,471,0.0323,0,121,144,123,156,103,117,110
111,¸ñÄ¾,718,2,4.8457,666,0.01,0,324,,292,,257,,111
112,Äàöú,718,2,5.9703,657,0.0102,0,,,,299,280,96,112
113,Ä¢¹½,718,11,1.3087,454,0,0.51,135,130,101,56,109,146,113
114,·¬ÇÑ,708,4,2.4357,628,0.1196,0.32,148,122,140,141,128,139,114
115,Í²¿ã,708,9,0.9585,402,0,0.28,96,119,106,97,106,90,115
116,Å£×Ð²¼,704,11,1.2521,414,0.0385,0,101,121,119,165,127,113,116
117,³ÄÉÀ,690,7,1.7754,414,0.0962,0.43,158,79,141,123,134,60,117
118,Çï×°,681,8,1.1014,396,0,1.05,137,116,138,79,122,73,118
119,ÌìË¿ÃÞ,671,4,1.1199,425,0.037,0.54,216,73,110,112,116,126,119
120,²ÝÝ®,671,5,1.4939,471,0.0161,0.21,160,161,132,115,105,109,120
121,³¬¶ÌÈ¹,666,5,2.262,408,0,0,93,71,83,80,82,66,121
122,··Âô»ú,647,2,5.2584,613,0.0112,0,318,,,307,117,101,122
123,Ïä×Ó,637,6,1.8935,431,0,0,144,143,133,139,118,119,123
124,µÍÑü¿ã,633,2,1.0441,383,0,0,79,141,107,99,101,120,124
125,ÏðÆ¤½î,628,8,0.7183,414,0.0577,0,142,114,114,137,123,141,125
126,¹âÍ·,628,7,0.9451,333,0.0256,0,162,155,188,149,155,172,126
127,Óã,623,6,0.8971,313,0.0278,0,117,125,131,159,137,147,127
128,´ø×Ó,618,8,0.4664,320,0.027,0,126,110,111,124,98,107,128
129,²ñ,618,1,3.8058,526,0,0,,,,,99,,129
130,Ë®×ê,618,7,1.2225,460,0,0.08,108,126,144,128,124,130,130
131,ÑÌ»Ò,613,9,1.1299,460,0.0333,0.36,102,104,122,129,100,128,131
132,Äñ,603,8,1.5596,286,0.0313,0.51,152,142,175,186,185,235,132
133,Âí,603,4,0.8109,220,0,0,107,171,147,116,177,134,133
134,Å£ÄÌ,603,4,0.4942,172,0,0.62,185,240,,180,132,189,134
135,Ë¿,598,8,1.2078,437,0.1607,0.56,88,87,89,95,88,158,135
136,ÄûÃÊ,598,4,3.3349,488,0.0154,0,266,,,,,191,136
137,ÌÇ¹û,598,6,1.0784,437,0,0,207,67,181,215,84,122,137
138,ÃÛ,573,8,1.6655,396,0.0816,0,98,112,73,138,125,137,138
139,±¾,552,2,3.9355,443,0.0175,0,334,,,226,151,,139
140,Äñ¶ù,547,1,0.3648,272,0,0,170,,,,,133,140
141,°×°ÙºÏ,542,4,0.7338,408,0.0196,0.18,132,183,145,181,110,160,141
142,ÉñÆ÷,536,5,1.3949,236,0.12,0,168,137,155,198,181,178,142
143,ÖÛ,515,5,1.1519,352,0.0238,0,161,132,137,120,139,132,143
144,ÖÆÆ·,504,1,2.927,482,0.0156,0,157,150,142,,142,140,144
145,ºÉÒ¶,504,7,0.9503,352,0.0238,0,163,159,168,191,247,106,145
146,²¾,499,3,0.5176,228,0,0,106,120,136,125,126,127,146
147,½ð,493,4,1.4935,396,0.0204,0,136,84,213,142,80,152,147
148,Ñü·â,488,3,1.4282,402,0,0.17,203,231,197,,258,184,148
149,Ã¨ßä,482,5,1.2312,265,0.069,0.18,226,210,204,217,245,193,149
150,±Ê,482,5,0.2963,189,0,0,166,158,159,179,167,161,150
151,Ð¬×Ó,477,2,0.1743,147,0,0,,,151,319,221,180,151
152,ÃÛÌÒ,471,4,1.802,339,0.05,1.32,156,117,66,148,76,63,152
153,Öé,471,4,0.6834,300,0,0,116,115,121,104,165,,153
154,òùòðÉÀ,460,1,2.9833,460,0,0,,,,,,153,154
155,¶Ì×°,460,4,0.5255,189,0.1053,0,72,200,196,177,188,241,155
156,òåòå,454,3,1.7173,333,0.0256,0,129,138,115,133,144,136,156
157,·ä³²,454,5,1.4858,293,0.0303,0,123,147,130,126,162,116,157
158,Ä¾,449,7,1.0208,333,0,0,124,133,157,145,108,131,158
159,Ð¡Âó,443,1,2.3984,272,0,0,,,,,254,,159
160,Æ¤¿ã,437,1,2.3756,365,0,0,275,99,,,,312,160
161,Ð¡Â¹,437,4,2.6412,352,0.0714,0,113,46,124,109,146,121,161
162,Ñò,437,3,2.637,333,0.0513,0,147,148,146,162,135,129,162
163,¿Úºì,425,1,0.4922,172,0,0,,,,225,164,179,163
164,¼ç´ø,419,3,0.7619,220,0.0435,0.59,141,149,178,127,160,182,164
165,Éþ×Ó,419,3,0.3281,164,0,0,330,174,162,229,260,156,165
166,³ÄÒÂ,419,2,0.8812,258,0.0357,0.46,287,281,,263,,196,166
167,ºûµû,414,3,1.3409,300,0,0.6,128,145,125,130,153,151,167
168,ÏòÈÕ¿û,408,2,1.8906,306,0.0286,0.26,194,205,313,,235,257,168
169,ÉÙÅ®×°,402,6,0.4537,164,0,0,104,118,94,202,148,159,169
170,±¡ºÉ,396,1,0.0824,35,0,0,277,249,275,328,267,166,170
171,±³´ü,371,4,1.9697,272,0.0333,0,139,129,118,122,156,145,171
172,Î÷¿ã,371,3,1.2139,236,0.04,0.54,202,,152,219,229,252,172
173,¹ÒÊÎ,346,4,0.5942,236,0.04,0.22,234,,324,228,206,,173
174,ÂÞ²·,346,5,0.882,189,0,0.71,187,134,160,166,173,169,174
175,ÔË¶¯¿ã,346,2,2.7817,437,0.0357,1.09,143,194,167,178,180,194,175
176,°ü,346,4,1.2093,138,0.0769,0,146,166,170,218,202,323,176
177,É´È¹,339,4,0.7838,250,0.037,0.16,224,152,182,147,196,165,177
178,¹ê,339,3,4.7647,286,0.0313,0,171,154,163,,,163,178
179,¶¡×Ö¿ã,320,3,1.2632,181,0,0,213,221,180,241,178,150,179
180,Ð¬,320,4,2.119,164,0,0.36,230,,172,,,188,180
181,ÍÃ×Ó,313,1,1.5412,147,0,0,279,289,186,248,157,259,181
182,¿¨,313,5,1.8932,129,0,0,192,173,194,232,191,215,182
183,Æ¤½î,306,4,0.549,119,0,0,218,206,169,150,168,248,183
184,Å®Ð¬,306,2,1.4429,236,0.12,0,258,213,,285,,249,184
185,Ñ©Àæ,306,3,1.4786,220,0,0.44,112,135,129,132,149,157,185
186,¶¹,300,2,1.5226,197,0.05,0,48,68,63,160,143,167,186
187,Ç¦,300,2,0.0455,23,0,0,150,182,202,,107,290,187
188,èÖ,300,3,4.3243,243,0,0,255,265,174,,262,,188
189,Á´Ìõ,293,4,0.9915,155,0.0667,0.33,190,245,207,211,195,164,189
190,÷ë,293,2,0.3594,155,0,0,228,167,165,144,,260,190
191,µÑ,293,1,0.2963,69,0,0,131,128,134,131,131,144,191
192,Èý½Ç¿ã,286,2,2.6966,236,0,0.21,182,178,249,311,231,218,192
193,Ã«¿ã,279,1,0.1702,47,0,0,,,,,,,193
194,°ÍÊ¿,279,2,2.0506,250,0,0,176,165,156,161,,329,194
195,±È»ùÄá,279,1,2.456,228,0,0,205,190,173,221,163,208,195
196,¾Õ»¨,272,2,0.4583,155,0.0667,0,244,274,270,256,301,222,196
197,èÖ×Ó,272,2,0.3519,35,0,0,,93,326,92,,267,197
198,Ë¿Íà,265,2,0.7532,119,0,0,167,162,161,168,232,170,198
199,Á¹Ð¬,265,1,1.51,228,0.125,0,,,198,235,,,199
200,ÓãÎ²,265,2,1.2326,189,0,0.7,133,81,103,135,140,50,200
201,Åû¼ç,258,2,2.1084,100,0.1111,0,285,233,,,,,201
202,ÏÌÓã,250,2,0.3488,90,0,0,313,242,199,,,,202
203,ÍÃ,250,2,3.1507,189,0.0526,0,,106,203,199,293,226,203
204,ËÔ°È,243,3,0.5804,110,0,0,201,222,335,182,251,192,204
205,¾«Æ·,243,2,0.8701,138,0.0769,0,154,272,149,136,53,197,205
206,´óÃ×,236,2,4.3824,228,0,0,223,,,325,,176,206
207,²¤ÂÜ,228,2,0.8158,138,0,0,189,156,269,187,158,228,207
208,¹¤¾ß,228,2,0.2449,90,0,0,,253,158,185,199,,208
209,ÊÖ»ú,228,2,0.566,100,0,0,,,,,203,300,209
210,ÄÏ¹Ï,228,3,1.9875,155,0.1333,0,325,180,317,329,,,210
211,³û¾Õ,228,2,1.8214,189,0.0526,0,,241,246,234,220,261,211
212,Å®°ü,220,2,0.25,69,0,0,292,185,206,,,297,212
213,ÌìÆ½,220,1,2.027,23,0,0,,,,,,,213
214,±´,220,2,0.4821,138,0,0,220,136,208,175,,61,214
215,µÆ,205,1,1.1864,119,0,0.6,270,,240,,303,,215
216,ÏßÌõ,205,3,0.6615,100,0,0,,310,,,225,,216
217,Í²,205,1,1.13,119,0,0,221,226,223,214,248,236,217
218,ÇéÂÂ×°,197,1,3,197,0,0,100,,226,,205,210,218
219,²¼¶¡,197,2,0.5738,100,0,0,196,216,238,170,256,177,219
220,Õë,197,2,1.1592,172,0.0588,0.52,155,153,150,154,159,200,220
221,Íà,197,1,0.3929,58,0,0,211,201,210,224,212,190,221
222,¿Õµ÷,197,1,0.1,10,0,0,283,232,231,,,275,222
223,Ê±×°,197,1,1,35,0,0,249,295,243,155,150,279,223
224,±Á´ø,189,2,0.4,58,0,0,,,,323,276,265,224
225,ËáÄÌ,189,2,1.8108,90,0,0.64,,,,,310,206,225
226,Î÷×°,189,1,0.4384,110,0,0,307,208,303,164,170,234,226
227,ÓÍÆá,189,3,0.8488,100,0,0,181,179,171,194,174,216,227
228,¼¦ÍÈ,189,1,0.5588,58,0,0,227,282,,,222,,228
229,ÌÒ,181,1,5,155,0.0667,0,172,,271,266,266,229,229
230,Éª,181,2,0.5,69,0,0,246,306,291,,,315,230
231,´ü,181,2,0.9912,164,0.0625,0.15,,197,,,,,231
232,ÍâÌ×,181,2,0.4828,80,0,0,153,65,164,78,189,155,232
233,ÓÅ»ÝÈ¯,181,1,0.6216,80,0,0,,,,,,,233
234,ÈýÎÆÓã,181,2,0.4762,110,0,0,290,323,244,308,298,245,234
235,¼¦,172,2,0.902,100,0.2222,0,180,244,288,117,253,247,235
236,ÕÖÉÀ,172,2,3.2326,35,0,0.45,,,,281,,,236
237,ÍÞÍÞ,172,2,0.4444,58,0,0,,238,245,176,216,149,237
238,³ÉÒÂ,172,1,2.7429,155,0.0667,0.08,,172,239,212,186,171,238
239,°ÅÀÙ,172,1,2.6034,147,0.0714,0,,268,316,298,237,283,239
240,Å£×Ð·þ,172,2,0.8493,100,0.1111,0,319,235,,,,181,240
241,ºûµû»¨,164,1,1.25,147,0,0,,,,,,230,241
242,ÂÁ,164,1,0.3415,58,0,0,,214,,,,268,242
243,É¡,164,1,1,58,0,0,198,224,301,288,,324,243
244,Ðä×Ó,164,1,2.4423,69,0,0,,,,,,254,244
245,ÒÂ¹ñ,164,2,2.7321,147,0.1429,0,105,298,212,,320,244,245
246,¿ãÍà,155,1,1.5147,110,0.6,0.79,,,,,,,246
247,Åô,155,2,0.431,58,0,0,276,287,273,197,302,,247
248,Ë«¸Ü,155,2,0.36,69,0,0,134,292,,,,293,248
249,ÃÞ¿ã,155,1,0.4615,35,0,0,199,220,251,261,,251,249
250,±Ê´ü,147,1,0.641,58,0,0,,,310,,,,250
251,É´Íø,147,1,0.5152,80,0.1429,0,265,218,187,240,243,319,251
252,Éþ,147,2,0.4444,58,0,0,130,124,279,255,226,187,252
253,Á³Æ×,138,2,1.8958,90,0,0,231,283,192,322,,,253
254,Ð¬´ø,138,2,0.4167,100,0,0,,209,224,,207,309,254
255,³È×Ó,138,1,0.4412,58,0,0,,,,312,,,255
256,ÒÏ,138,1,1.5,119,0,0,327,257,257,163,219,303,256
257,¹Ò¼þ,129,2,1.0952,119,0.0909,0,210,,290,169,,213,257
258,Öà,129,1,0.3333,10,0,0,,,,,,,258
259,Ë¿Íø,129,2,0.4839,90,0,0,,,,,,,259
260,ÑÌ,129,2,1.1154,58,0,0,204,255,179,174,183,205,260
261,°ÙºÏ,129,1,0.15,10,0,0,,196,305,,,307,261
262,Æì,129,1,2.1786,80,0.1429,0,289,273,248,233,252,217,262
263,Ð¡°×²Ë,119,1,1.4773,69,0,0,241,236,252,310,275,,263
264,Ñ¥¿ã,119,1,0.6078,69,0.1667,0,,301,,,263,,264
265,Ð¡Ä«Óã,119,1,0.4444,47,0,0,243,248,236,,223,298,265
266,Ñà×Ó,119,1,1.3077,110,0.1,0,188,160,267,264,,,266
267,»­,119,1,0.5833,35,0.3333,0.57,212,225,,273,197,207,267
268,Óñ,119,1,2.2083,110,0.3,0,184,,336,,,183,268
269,Ã«ÄØ,110,1,0.3077,23,0,0,321,,,,,310,269
270,Ñ¥×Ó,110,1,0.0769,10,0,0.44,,,,,,,270
271,ºÚÄµµ¤,110,1,1.9333,58,0,0,301,246,297,286,182,135,271
272,ÌÒ×Ó,110,1,3.3158,58,0,0,229,215,216,242,230,253,272
273,ºÚË¿,110,1,0.1429,23,0,0,,,,342,,,273
274,ÑüÎ§,110,1,0.4211,58,0,0,250,,263,183,273,331,274
275,µ¶,100,1,0.8485,90,0,0,252,203,214,210,241,209,275
276,Âí¼×,100,1,1.3019,100,0,0,245,267,128,253,,314,276
277,Ð¾,100,1,0.6923,35,0,0,248,260,259,,,203,277
278,Ë®Í°,100,1,0.3784,35,0,0,302,279,222,259,238,242,278
279,Ò°Öí,100,1,0.9545,35,0,0,,,,,,,279
280,¸à,100,1,4.1148,69,0,0,239,,284,274,,281,280
281,¿ã´ø,100,1,0.2609,58,0,0,,,340,,296,296,281
282,ÆÏÌÑ,100,1,1.1579,35,0,0,,,126,121,,,282
283,òÇò¾,100,1,0.3333,23,0,0,240,,341,,,105,283
284,²ÝÃ±,90,1,1.9545,90,0.25,0,,,,,,,284
285,Íè,90,1,6.2727,90,0,0,293,85,79,282,,85,285
286,ÆÁ,90,1,2.5714,69,0.3333,0,,304,,,278,,286
287,ÒÂÉÀ,90,1,0.4783,35,0,0,,199,,258,,266,287
288,Çï¿ã,90,1,0.1875,10,0,0,,,,,,,288
289,¾Ô,90,1,0.4706,69,0.3333,0,263,,321,284,304,285,289
290,×Ñ,90,1,0.5,10,0,0,,,,300,,286,290
291,Ì¿,90,1,2.0256,69,0,0,329,311,325,,,,291
292,»ÕÕÂ,90,1,1.3148,35,0,0,206,186,184,189,210,224,292
293,ÇÉ¿ËÁ¦,90,1,1.4615,69,0,0,308,176,235,220,,328,293
294,Ä¾¶ú,80,1,0.88,35,0.3333,0,,,,,,,294
295,³ß,80,1,0.6667,23,0,0,,,,,277,313,295
296,µõ´øÈ¹,80,1,1.9487,69,0,0,,286,148,283,74,,296
297,Å£½î,80,1,2.4643,58,0.4,0,,192,195,188,234,211,297
298,ÌúÈ¦,80,1,0.7027,35,0,0,262,277,220,,193,,298
299,²ÝÖ½,80,1,1.5,47,0,0,,,,,,,299
300,ÌÒ»¨,80,1,0.5,23,0,0,,,,,,,300
301,Ê®×Ö¼Ü,80,1,1.9583,47,0,0,304,,261,315,287,292,301
302,¾Æ,80,1,1.5455,58,0,0,,,242,,,,302
303,ÄÚ¿ã,69,1,0.2727,10,0,0,,170,,209,240,115,303
304,ÍøÑÛ,69,1,0.4286,35,0,0,242,229,311,206,300,,304
305,À­»·,69,1,0.25,23,0,0,,,,,,,305
306,Íà×Ó,69,1,0.4,10,0,0,,285,,,,,306
307,Å¸,69,1,0.8,58,0,0,,237,289,326,224,282,307
308,Î÷èÖ,69,1,2.7333,47,0,0,,,,,,299,308
309,ÇÙ,69,1,4.1875,35,0,0,,303,,265,233,255,309
310,°óÉþ,69,1,1.1429,69,0,0,164,177,,327,,,310
311,ÎÄÐØ,69,1,3.2778,35,0,0.26,,,,,,,311
312,Í¯×°,69,1,0.3889,35,0,0,296,308,256,,,,312
313,ÀÏ»¢,69,1,0.25,10,0,0,,,,,,,313
314,tv,69,1,2.3,58,0.2,0,233,278,322,,,,314
315,ÄÐ¿ã,69,1,1.9524,58,0,0,271,,,,,,315
316,¶¬×°,69,1,0.4444,35,0,0.46,209,,295,,,,316
317,ÀÏÓ¥,69,1,0.25,23,0,0,,,,,,,317
318,Å¥,69,1,3.9111,47,0,0,,,,,,,318
319,±ÊÍ²,69,1,0.1818,23,0,0,,,,,,,319
320,Âé½«,69,1,2.6667,23,0,0,,,,,244,321,320
321,ÌìÏß,69,1,8.0833,35,0.3333,0,,,,,,,321
322,Ö½´ü,69,1,0.2353,35,0,0,,,215,303,,201,322
323,Èùºì,69,1,2.6667,10,0,0,,,,,,,323
324,Æá,69,1,1.0714,23,0,0,305,316,233,317,227,263,324
325,ÃÞ»¨,69,1,8.0769,58,0,0,215,270,262,318,,,325
326,Öé×Ó,69,1,3.0909,10,0,0,,271,332,,,,326
327,ÃÛ·ä,69,1,0.7429,47,0,0,,,,341,,,327
328,Ë¿½í,69,1,0.5909,58,0,0,,,,306,,,328
329,Æ´Í¼,69,1,2.6667,23,0,0,,,,,,330,329
330,ÅäÊÎ,69,1,1.1316,58,0,0,,,,244,,333,330
