ÅÅÃû,ËÑË÷´Ê,ËÑË÷ÈËÆø,Ïà¹ØËÑË÷´ÊÊý,µã»÷ÂÊ,µã»÷ÈËÆø,Ö§¸¶×ª»¯ÂÊ,Ö±Í¨³µ²Î¿¼¼Û,ÈÕÆÚ£º20170628,ÈÕÆÚ£º20170629,ÈÕÆÚ£º20170630,ÈÕÆÚ£º20170701,ÈÕÆÚ£º20170702,ÈÕÆÚ£º20170703,ÈÕÆÚ£º20170704
107,Ä¥Ã«,708,8,1.5091,477,0,0.46,119,108,108,116,95,111,107
108,»¨Ã¨,708,1,2.4271,313,0,0.3,,,,,,,108
109,½ðÊô,708,7,0.6643,449,0.0172,0,110,101,102,100,117,109,109
110,´ø×Ó,671,10,0.6357,396,0.0204,0,135,113,115,107,118,137,110
111,Èî,666,1,5.2034,588,0,0.62,,168,277,,163,256,111
112,ÌÇ,666,3,2.5774,383,0.0213,0,162,207,169,141,149,114,112
113,Ïð½î,618,7,1.2849,402,0.06,0,140,111,125,114,124,115,113
114,²ÝÝ®,613,4,1.0578,408,0.0392,0.3,112,159,105,109,119,122,114
115,ÀóÖ¦,603,2,2.656,482,0.0156,0,276,231,270,91,273,253,115
116,ÏðÆ¤½î,593,7,0.6038,326,0.0526,0,139,122,118,125,129,123,116
117,ÓãÎ²,588,5,1.1315,371,0.0222,0.53,133,104,146,201,140,117,117
118,¹¤×°¿ã,542,6,1.2714,383,0.0851,0,106,52,93,94,101,136,118
119,µÍÑü¿ã,531,3,2.2558,300,0.0294,0,77,91,75,79,103,83,119
120,Ìú»·,531,8,1.0064,377,0,0.22,104,100,110,108,98,96,120
121,ÑÌ»Ò,531,8,1.5878,352,0.119,0.57,123,139,129,111,111,119,121
122,Ñ©Àæ,510,7,1.3984,365,0.0455,0,108,146,195,172,247,193,122
123,Ë®×ê,510,6,0.9701,339,0.025,0.84,122,117,112,146,123,134,123
124,É´,504,5,0.9583,306,0.0286,0,165,61,97,58,67,69,124
125,µ°Ì¢,504,2,2.3911,408,0.0392,0.29,,112,177,323,278,194,125
126,²¾,499,4,0.375,228,0,0,149,134,141,147,199,139,126
127,Í¯×°,499,1,1.463,326,0.1316,0.96,329,,,,,325,127
128,ÑÌ,466,4,0.8672,155,0,0,163,223,180,192,,216,128
129,òÇò¾,460,1,0.4789,197,0.05,0,,130,,,267,,129
130,Ã×,454,7,2.1333,313,0.0278,0,99,80,69,76,113,103,130
131,±³ÐÄ,454,6,0.9809,286,0.125,0.97,118,119,175,165,112,167,131
132,Ìð³È,449,1,4.0224,408,0.0196,0,,,198,193,151,,132
133,·¬ÇÑ,443,3,2.35,371,0.0667,0,129,74,136,120,85,128,133
134,Ð¡³û¾Õ,437,3,1.1342,313,0,0,148,135,140,128,125,142,134
135,òåòå,437,4,1.536,339,0,0,159,137,155,118,178,150,135
136,Öñ,431,2,1.264,205,0,0,,,,,,,136
137,ÌÇ¹û,431,3,0.6391,333,0,0,143,116,120,83,138,120,137
138,··Âô»ú,431,1,3.205,414,0.0192,0,259,,165,,,,138
139,×ª½Ç,419,2,3.9489,365,0.0455,0.08,,,,215,63,,139
140,Ò¹ÊÐ,414,2,0.3504,181,0,0,197,198,268,151,212,214,140
141,Ê±×°,414,3,1.0817,279,0,0,126,177,38,234,158,152,141
142,¿É¿É,414,4,2.615,306,0.0571,0,203,110,147,130,97,148,142
143,Ð¡Â¹,408,4,1.7166,286,0.0313,0,134,131,134,44,136,50,143
144,Î÷×°,408,4,0.6667,293,0.0606,0,169,166,154,,148,195,144
145,ÍÃ,408,4,3.5664,272,0,0,190,89,132,265,336,178,145
146,±¾,396,3,0.4571,138,0,0,255,246,206,,102,155,146
147,ÆÐÌá,389,2,1.4442,352,0,0,,,,,177,108,147
148,¹·,383,4,2.2066,258,0.1071,0,127,,,291,,,148
149,ÖÆÆ·,383,1,2.0377,358,0.0233,0,170,154,,,126,,149
150,Ñò,377,3,1.9778,339,0.1,0,160,140,133,194,180,157,150
151,Õë,371,4,2.1026,300,0.0294,0.39,154,172,171,174,187,192,151
152,Ç¦,371,2,0.0395,35,0,0,79,176,148,131,120,304,152
153,Ä¾,371,4,0.9756,189,0.0526,0,147,133,232,142,179,145,153
154,É¡,365,5,1.0973,181,0,0,238,188,,,334,264,154
155,¹ê,365,2,4.5294,258,0.1429,0,101,127,106,182,,168,155
156,ÖÛ,358,4,1.0741,286,0.0313,0,136,138,131,143,190,163,156
157,¹âÍ·,358,3,1.3492,243,0,0,146,147,200,191,193,153,157
158,Æì,358,2,0.8707,279,0.0968,0,,240,178,227,162,146,158
159,Ë¿Íà,346,4,1.0379,189,0,0,199,205,234,202,160,187,159
160,¶¹,346,2,1.4832,243,0.0769,0,144,152,62,164,172,71,160
161,Í°,346,1,0.3778,119,0,0,198,161,296,160,141,151,161
162,¿¨,346,3,3.6212,300,0.0588,0,200,125,240,217,239,196,162
163,Å´Ã×,346,2,3.4322,320,0.027,0,201,,,121,,179,163
164,³È,339,2,0.8968,265,0,0,145,153,130,129,135,44,164
165,Èé,339,3,2.2941,243,0.1154,0,,,,,,,165
166,ºûµû,333,3,1.1009,243,0,0.4,161,164,179,133,147,165,166
167,¶¬×°,333,3,1.8571,155,0,0.32,310,296,,,176,231,167
168,Ð¡»Æ¹Ï,320,1,4.4135,313,0.0278,0,,,,,184,,168
169,Äñ¶ù,320,1,0.2838,110,0,0,120,129,,,,,169
170,ÃÞ»¨,320,1,4.7703,228,0.0417,0,,,,,,209,170
171,²¤ÂÜ,306,3,0.9462,220,0.087,0,180,195,107,169,197,188,171
172,Óã,306,3,1.0098,155,0,0,121,145,143,140,146,129,172
173,ÒÂ¹ñ,306,3,4.7474,250,0.0741,0,222,167,158,236,339,183,173
174,Å£×ÐÒÂ,300,3,1.0485,172,0.0588,0.43,64,102,64,67,165,75,174
175,±Ê,300,4,0.3607,58,0,0.26,242,237,162,170,157,175,175
176,½ð±Ò,286,1,1.125,147,0,0,327,,317,287,,185,176
177,ÃÛ,286,4,1.1802,181,0.0556,0,30,123,121,139,96,166,177
178,Ð¬×Ó,286,2,0.2361,129,0,0,,170,325,278,232,210,178
179,Áý,286,1,0.1455,47,0,0,,,,,,,179
180,²ñ,279,2,2.875,243,0,0,,,,,,295,180
181,½ºÄÒ,279,1,0.2903,100,0,0.7,186,,,175,192,,181
182,±³´ü,279,3,0.838,189,0,0,125,149,126,150,133,141,182
183,·ä³²,272,3,0.9495,155,0,0,151,141,145,138,168,124,183
184,Ïä×Ó,272,3,1.2979,220,0,0,187,158,116,132,152,143,184
185,¶Ì×°,265,2,0.5213,147,0,0,150,148,167,179,154,158,185
186,·ÛË¿,265,1,0.0313,10,0,0,,,,,,,186
187,±¬Ã×»¨,265,2,3.8974,220,0,0,88,69,,82,86,76,187
188,ÒÂ¿ã,265,2,1.2128,35,0,0,236,285,196,231,306,241,188
189,±´,265,4,0.875,189,0.1053,0,229,224,160,221,159,242,189
190,Ã¨ßä,250,3,1.1316,155,0,0.17,224,244,215,209,196,,190
191,ÓÍÆá,250,3,1.7,129,0,0,196,196,187,224,213,236,191
192,Ë¿,243,4,2.4088,164,0,0.96,156,128,230,148,122,131,192
193,ÒÂ³÷,236,3,5.7778,189,0.0526,0,91,96,188,88,143,72,193
194,¹ÒÊÎ,236,2,0.8533,155,0.0667,0.19,291,229,244,185,183,203,194
195,Öé,228,4,1.3429,181,0,0,109,93,91,87,181,104,195
196,÷ë,220,2,0.7381,80,0,0,235,234,223,240,246,258,196
197,½´,220,2,4.0889,172,0.0588,0,78,126,113,166,338,,197
198,Âí,213,1,1.1485,147,0.0714,0,152,115,122,113,58,135,198
199,ÔË¶¯¿ã,213,2,1.95,69,0,0.37,100,180,173,187,171,221,199
200,Á´Ìõ,205,3,0.7,100,0,0.21,181,,190,219,198,268,200
201,³ÉÒÂ,205,1,3.2925,172,0.0588,0.11,218,191,243,196,185,238,201
202,ÍÃ×Ó,205,1,1.8269,189,0,0,330,187,,258,322,202,202
203,ÃÞ³ñ,205,1,0.6538,119,0,0,,,248,,335,306,203
204,¶¡×Ö¿ã,205,2,1.66,80,0,0,179,189,156,186,150,198,204
205,Ðä×Ó,205,2,4.6383,119,0,0,338,,,,,,205
206,±È»ùÄá,205,1,1.4516,129,0,0,177,151,151,167,174,206,206
207,Å£½î,197,3,0.8393,90,0,0,212,278,253,184,243,220,207
208,Ð¾,197,3,2.6042,155,0.2667,0,251,,321,247,303,260,208
209,ºûµû»¨,189,1,0.9,147,0,0,241,182,203,204,235,223,209
210,ÓÍ,189,1,1.9697,90,0,0,,,,,,,210
211,ÑüÎ§,189,2,2.2222,80,0,0,270,287,,163,240,,211
212,Å¸,181,2,2.3485,147,0,0,,293,,229,269,282,212
213,É´È¹,181,2,1.0769,138,0,0,153,258,256,195,283,269,213
214,ÍÞÍÞ,181,2,0.4595,58,0,0,192,,138,171,209,257,214
215,Ì¿,181,2,0.7015,100,0,0,175,269,320,290,222,251,215
216,Á´,181,2,0.5682,80,0,0.33,257,,,,,273,216
217,Ä¨ÐØ,181,1,0.7722,110,0.2,0.25,164,,286,,,,217
218,½ªÖ­,172,1,5.2623,172,0.0588,0,,,,,,,218
219,¾Õ»¨,172,2,1,147,0.2143,0,211,216,314,239,315,298,219
220,°óÉþ,172,2,0.5366,69,0,0,,279,,244,224,229,220
221,ÊÔÒÂ¼ä,172,1,3.0345,47,0,0,128,,,105,,,221
222,Éþ×Ó,172,2,0.86,110,0,0,184,192,159,213,257,173,222
223,ÅÝ²Ë,172,2,2.5,100,0.1111,0.52,173,299,283,,,154,223
224,¹û½´,172,2,0.9524,35,0,0,,,,223,292,,224
225,²¼Ìù,172,2,0.434,90,0,0.39,,,,322,310,190,225
226,¿ã´ø,172,2,0.5102,90,0.25,0,341,275,220,266,280,336,226
227,Áð,164,1,2.1176,138,0,0,,88,142,,208,234,227
228,Ê¨×Ó,164,2,1.5476,147,0.1429,0,,,,,,318,228
229,É´Íø,164,2,0.5556,69,0,0,213,230,204,199,,170,229
230,»­,164,1,0.4074,23,0,0.43,220,247,239,295,266,,230
231,Âé´ü,164,1,0.2258,47,0,0,,,,,,,231
232,¾Æ,164,1,2.1386,138,0,0,336,,,,277,,232
233,ËÔ°È,164,2,0.7037,119,0,0,234,190,241,280,220,277,233
234,Á³Æ×,155,2,0.9649,119,0.0909,0,301,201,182,259,268,247,234
235,Ð¬´ø,155,2,0.5893,119,0,0,323,186,288,267,,,235
236,ÏòÈÕ¿û,155,1,1.5625,90,0,0,223,178,135,161,201,201,236
237,Î÷¹Ï,155,1,0.3333,47,0,0,315,300,,189,,,237
238,ÍøÉÀ,155,1,1.4643,47,0,0,,,,,,,238
239,ËâÄà,155,1,4.5349,155,0,0,215,171,304,99,194,126,239
240,¾íÆ¤,147,1,0.15,23,0,0,,,,,,,240
241,ÇÙ,147,1,0.5517,90,0,0,289,163,227,262,,,241
242,¹¤¾ß°ü,147,1,0.15,35,0,0,,,,183,130,171,242
243,Åô,147,2,0.2963,35,0,0,,,257,306,299,270,243
244,¼ç´ø,147,2,0.875,90,0,0.3,171,179,164,136,131,169,244
245,Éþ,147,2,0.2188,58,0,0,185,245,199,232,248,,245
246,¿Úºì,147,1,0.3462,35,0,0,,238,,,275,,246
247,Í²,147,1,1.3333,69,0,0,233,200,186,249,219,293,247
248,³ÄÒÂ,147,2,0.8261,90,0,0,,,,188,211,182,248
249,µõ´øÉÀ,147,1,0.8889,119,0.1818,0,,,,299,,,249
250,µ¶,138,2,1.2333,35,0,0,287,,310,218,144,313,250
251,Äñ,138,2,1.3,80,0,0,117,265,99,228,156,164,251
252,²ÄÁÏ,138,1,0.2105,23,0,0,,,,,,,252
253,Ã×Á£,138,2,4.6296,80,0.1429,0,,,,,,,253
254,Íà,138,1,0,0,0,0,228,,261,210,230,227,254
255,ÉÙÅ®×°,138,1,0.4615,35,0,0,188,120,168,158,173,116,255
256,Ë®Í°,138,1,0.5405,69,0,0,247,,231,316,237,261,256
257,ÂÞ²·,138,2,0.8713,80,0,0.53,172,184,153,181,153,177,257
258,Ä§¹íÓã,138,1,0.5862,69,0,0,,,,,206,,258
259,±Á´ø,129,2,0.3889,47,0,0,,,,301,313,237,259
260,³È×Ó,129,1,6.6667,47,0,0,,,,,,,260
261,¾Ô,129,1,0.7105,110,0,0,290,,280,272,256,284,261
262,´°,129,1,0.2,23,0,0,,,,,,,262
263,ÖÓ,129,1,0.2,23,0,0,,297,282,,326,302,263
264,ºÚË¿,129,1,0.8378,35,0,0,316,304,,,,333,264
265,±ùä¿ÁÜ,129,1,4.5,23,0,0,321,,,,,,265
266,Ð¡Ä«Óã,119,1,0.875,58,0,0,288,290,266,284,252,255,266
267,èÖ×Ó,119,1,0.2083,47,0,0,93,,205,152,139,218,267
268,³û¾Õ,119,1,1.5493,110,0,0,332,206,297,275,218,,268
269,ÄÌ,119,1,2.3333,35,0.3333,0,,,,,,,269
270,Ê¥Ë®,119,1,0.4783,35,0,0,,,,,,,270
271,Æ¤¼Ð¿Ë,119,1,1.2759,58,0,0.84,,,,,,,271
272,ÖÐÈ¹,110,1,0.7059,47,0,0,,,316,,,,272
273,ÌúÈ¦,110,1,0.1194,47,0,0,227,,,,,,273
274,»ÕÕÂ,110,1,1.8143,80,0,0.59,295,322,262,205,,262,274
275,ÂÁ,110,1,0.1667,23,0,0,277,,,264,,215,275
276,»ð¹ø,100,1,0.4118,47,0,0,,,,243,,,276
277,Îèµ¸,100,1,1.8529,47,0,0,248,264,210,300,297,254,277
278,Ñà×Ó,100,1,1.4091,58,0,0,,,,,,316,278
279,ÆÁ,100,1,1.4783,80,0.2857,0,279,259,294,,284,319,279
280,Ï´½ÅË®,100,1,6.8261,110,0,0,,,,,,,280
281,ÎÀÒÂ,100,1,1.2632,47,0,0,193,228,278,,286,,281
282,°ÅÀÙ,100,1,3.2667,90,0,0.5,275,236,221,257,264,226,282
283,±¡ºÉ,100,1,3.3659,69,0,0,272,280,258,271,255,147,283
284,»¨»Ü,100,1,1.1569,90,1,0,,,,,,328,284
285,ÄûÃÊ,100,1,2.1579,80,0,0,,298,194,,,,285
286,Ð¡Î÷×°,100,1,2.5833,23,0,0,,,,,,,286
287,´óÍ²,100,1,0.1667,10,0,0,296,323,,,,290,287
288,ÌÒ×Ó,100,1,3.5882,90,0,0,269,262,233,253,261,245,288
289,Ä§¶¹,100,1,5.3333,90,0.125,0,,302,,279,78,,289
290,Å®°ü,90,1,0.0833,10,0,0,210,203,289,283,223,296,290
291,¼¦,90,1,0.4286,58,0.2,0,249,292,251,302,314,267,291
292,Æ¤½î,90,1,0.2222,23,0,0,167,142,157,149,142,180,292
293,½Û,90,1,1,80,0,0,,,,,,,293
294,ÏæÁ«,90,1,0.45,35,0,0.94,,266,,270,318,,294
295,ÏðÆ¤,90,1,1.7059,58,0,0,,,318,230,,,295
296,´ó»¨,90,1,3.5263,69,0,0,,,,,,,296
297,Çï¿ã,90,1,0,0,0,0.65,308,,237,123,228,,297
298,ÏßÌõ,90,1,0.5588,69,0,0,265,319,,251,,205,298
299,Àæ,90,1,0.3478,47,0,0,,,,288,,,299
300,°ü×Ó,90,1,14.05,80,0,0,124,,,,,132,300
301,Æá,90,1,0.3,47,0,0,297,181,,320,274,,301
302,°×°ÙºÏ,90,1,0.6774,80,0,0,69,150,174,153,233,265,302
303,Á´×Ó,80,1,1.1282,69,0,0,260,,,,227,,303
304,ÅçÆá,80,1,1.0526,58,0,0,326,311,292,303,253,,304
305,ºüÀê,80,1,4.0952,80,0,0,,165,,,263,317,305
306,ÊÖ»ú,80,1,1.6364,23,0,0,202,243,166,,,200,306
307,ÄÏ¹Ï,80,1,1.25,80,0,0,205,260,211,250,236,159,307
308,È¹´ø,80,1,0.8333,23,0,0,,,,,,,308
309,ÒÏ,80,1,2.1111,47,0,0,245,220,184,273,229,208,309
310,°ü°ü,80,1,1,10,0,0.26,178,,,,325,240,310
311,µõ×¹,80,1,1,10,0,0.26,,,,,,,311
312,Áå,80,1,0.5,35,0,0,,,,,,,312
313,òòò½,80,1,1,47,0,0,,,,,,,313
314,Íß,80,1,3.3529,69,0.1667,0,,,,,,,314
315,¼Ð¿Ë,80,1,1.3684,47,0,0,,,,252,,274,315
316,ÔË¶¯·þ,80,1,1.4286,23,0,0,,,,,,,316
317,¾µ,80,1,0.0833,10,0,0,,,,,,,317
318,ÄÚÒÂ,80,1,0.6667,23,0,0,,194,226,,,,318
319,ÇÉ¿ËÁ¦,80,1,1,47,0,0,,225,,225,293,310,319
320,Ð¬,80,1,1,47,0,0,299,249,78,119,100,93,320
321,ÄÚ³Ä,80,1,0.4444,35,0,0,,226,275,,,233,321
322,ÈýÎÆÓã,80,1,0.56,35,0,0,226,233,250,237,250,279,322
323,Ê¯,69,1,0.1429,10,0,0,240,,,,,,323
324,À­»·,69,1,1.2667,35,0,0,,,,,,,324
325,¶À½ÇÊÞ,69,1,0.5,58,0,0,,,,,,,325
326,À®°È¿Ú,69,1,0.3333,23,0,0,216,215,170,177,234,211,326
327,Á¹ÍÏ,69,1,1,23,0,0,130,,,,,199,327
328,ÂìÒÏ,69,1,3.75,47,0,0,,,,,,,328
329,²¼¶¡,69,1,0.3571,10,0,0,157,227,161,263,186,207,329
330,Âí¼×,69,1,0.2,23,0,0,,,,,319,,330
331,Ñü·â,69,1,1.7222,58,0.2,0,194,,212,245,195,230,331
332,ÄÐ¿ã,69,1,1.5,10,0,0,,,,,,,332
333,×êÊ¯,69,1,3.0476,35,0,0,232,,,313,,,333
334,ÎàÍ©,69,1,3.1333,58,0,0,,295,,,,,334
335,ºÚÄµµ¤,69,1,0.1875,23,0,0,207,143,229,241,215,259,335
336,¼Ò¾Ó·þ,69,1,1.8,35,0,0,,,,,,,336
