ÅÅÃû,ËÑË÷´Ê,ËÑË÷ÈËÆø,Ïà¹ØËÑË÷´ÊÊý,µã»÷ÂÊ,µã»÷ÈËÆø,Ö§¸¶×ª»¯ÂÊ,Ö±Í¨³µ²Î¿¼¼Û,ÈÕÆÚ£º20170623,ÈÕÆÚ£º20170624,ÈÕÆÚ£º20170625,ÈÕÆÚ£º20170626,ÈÕÆÚ£º20170627,ÈÕÆÚ£º20170628,ÈÕÆÚ£º20170629
99,Ð¡Ïó,758,11,1.1151,531,0.0822,0,111,75,102,107,99,67,99
100,Ìú»·,736,12,0.8415,419,0.0377,0.58,60,94,84,114,93,104,100
101,½ðÊô,731,8,0.8206,419,0.0566,0.68,113,104,103,103,126,110,101
102,Å£×ÐÒÂ,722,9,0.9297,425,0.0185,0.61,63,72,70,65,62,64,102
103,Å£×Ð²¼,713,9,1.1672,365,0.0227,0.53,127,113,116,130,106,111,103
104,ÓãÎ²,713,5,1.0962,510,0.029,0.35,140,50,200,139,111,133,104
105,¾«Æ·,685,5,2.3657,531,0.0411,0.49,53,197,205,118,125,141,105
106,¾í,657,8,1.1311,389,0.0208,0.13,83,95,83,86,81,98,106
107,½ð,652,8,1.7956,437,0.0714,0,80,152,147,123,102,73,107
108,Ä¥Ã«,633,7,0.6697,306,0,0.41,115,112,108,110,120,119,108
109,Ë¿´ø,613,8,0.8179,425,0,0.87,114,125,98,115,130,113,109
110,¿É¿É,613,7,2.2682,279,0,0,145,138,87,292,201,203,110
111,Ïð½î,603,5,0.9913,365,0.0909,0,120,124,107,93,108,140,111
112,µ°Ì¢,603,2,0.6154,138,0,0,317,,,278,242,,112
113,´ø×Ó,598,7,0.5294,333,0,0,98,107,128,102,112,135,113
114,Ä¢¹½,598,8,1.1026,326,0.1053,0,109,146,113,63,150,72,114
115,Âí,583,7,0.8768,313,0.2222,0,177,134,133,197,115,152,115
116,ÌÇ¹û,583,4,2.5189,466,0,0,84,122,137,106,95,143,116
117,Ë®×ê,562,8,1.0753,396,0.0408,0,124,130,130,127,145,122,117
118,²è,562,2,1.8325,320,0.0541,0,,,,,133,131,118
119,±³ÐÄ,557,5,0.9053,339,0.1,0.87,112,102,77,143,105,118,119
120,ÉÙÅ®×°,552,7,0.6118,300,0.0294,0,148,159,169,117,121,188,120
121,µÑ,552,5,0.5109,197,0,0,131,144,191,155,148,142,121
122,ÏðÆ¤½î,542,7,0.8148,258,0.0357,0,123,141,125,122,118,139,122
123,ÃÛ,542,8,2.0663,339,0.075,0,125,137,138,167,169,30,123
124,¿Û×Ó,531,8,0.8927,293,0.0606,0.27,136,123,109,141,122,105,124
125,¿¨,531,5,1.6839,383,0.0213,0,191,215,182,234,,200,125
126,½´,531,2,4.3733,482,0.0156,0.28,192,143,72,61,76,78,126
127,¹ê,531,2,4.3733,482,0.0156,0.28,,163,178,,,101,127
128,Ë¿,526,7,1.569,365,0,0,88,158,135,104,175,156,128
129,Äñ¶ù,520,1,0.4088,286,0,0,,133,140,,129,120,129
130,òÇò¾,515,1,0.4759,326,0,0,,105,283,312,,,130
131,Ð¡Â¹,510,5,2.0286,358,0.093,0,146,121,161,126,155,134,131
132,ÍâÌ×,504,6,1.2431,250,0,0.41,189,155,232,82,211,49,132
133,Ä¾,504,3,3.3396,320,0.027,0.45,108,131,158,173,123,147,133
134,²¾,499,2,0.2319,172,0,0,126,127,146,145,136,149,134
135,Ð¡³û¾Õ,477,4,1.498,339,0.075,0,103,117,110,149,132,148,135
136,É×,466,1,5.4804,414,0,0,,,,,,,136
137,òåòå,460,3,1.0044,300,0,0,144,136,156,161,140,159,137
138,ÖÛ,443,4,0.7851,339,0,0,139,132,143,269,163,136,138
139,ÑÌ»Ò,443,7,1.1504,300,0.0588,0.53,100,128,131,132,141,123,139
140,Ñò,437,3,2.7533,377,0.0652,0,135,129,162,179,165,160,140
141,·ä³²,431,4,1.0419,265,0,0,162,116,157,137,149,151,141
142,Æ¤½î,425,7,0.5224,172,0,0,168,248,183,298,203,167,142
143,ºÚÄµµ¤,425,4,3,243,0.0385,0,182,135,271,304,267,207,143
144,Í²¿ã,419,5,1.3891,250,0.037,0,106,90,115,113,96,116,144
145,Óã,414,4,0.7055,213,0.0455,0,137,147,127,116,135,121,145
146,Ñ©Àæ,414,3,0.7467,181,0,0,149,157,185,172,113,108,146
147,¹âÍ·,408,6,2.236,189,0,0,155,172,126,152,153,146,147
148,¶Ì×°,396,5,0.6446,205,0,0,188,241,155,71,184,150,148
149,±³´ü,389,3,1.4475,300,0.0294,0,156,145,171,128,143,125,149
150,°×°ÙºÏ,389,4,0.8168,265,0,0.16,110,160,141,168,185,69,150
151,±È»ùÄá,389,2,1.4916,250,0,0,163,208,195,194,189,177,151
152,¶¹,383,3,1.3713,228,0.125,0,143,167,186,146,72,144,152
153,³È,377,2,0.5164,265,0,0,179,118,106,97,107,145,153
154,ÖÆÆ·,377,1,3.4746,365,0.0227,0,142,140,144,,157,170,154
155,ÌìË¿ÃÞ,358,2,0.6867,243,0,0.84,116,126,119,138,94,115,155
156,°ÍÊ¿,352,1,4.775,339,0,0,,329,194,,173,221,156
157,³ÉÆ·,339,1,1.1458,181,0,0,,,,,,,157
158,Ïä×Ó,339,4,1.4052,243,0,0.23,118,119,123,163,131,187,158
159,²ÝÝ®,333,4,1.2263,250,0.037,0.21,105,109,120,46,146,112,159
160,Èý½Ç¿ã,326,2,1.5816,236,0.04,0.14,231,218,192,294,194,168,160
161,Í°,326,4,0.48,129,0.0833,0,187,212,,284,134,198,161
162,Á¹Ð¬,326,2,1.8364,220,0,0,,,199,,249,209,162
163,ÇÙ,320,2,1.9151,279,0,0,233,255,309,229,243,289,163
164,ºûµû,320,2,1.8,320,0,0.33,153,151,167,178,139,161,164
165,ºüÀê,300,1,0.1304,47,0,0.24,152,186,,261,202,,165
166,Î÷×°,300,3,0.4598,147,0,1.77,170,234,226,190,177,169,166
167,ÒÂ¹ñ,300,3,0.1935,100,0.1111,0,320,244,245,,,222,167
168,Èî,286,1,4.3731,265,0.0345,0,,,,,,,168
169,Íè,286,3,5.1579,197,0.1,0.31,,85,285,242,171,63,169
170,Ð¬×Ó,286,2,0.4516,100,0,0,221,180,151,108,212,,170
171,ËâÄà,279,1,3.5949,258,0.0357,0.5,129,110,,,191,215,171
172,Õë,272,2,3.2444,197,0.15,0.46,159,200,220,186,168,154,172
173,³¤È¹,272,2,1.4853,181,0,0,288,225,,134,164,195,173
174,Åû¼ç,272,1,2.9333,272,0,0,,,201,,,,174
175,Å£ÄÌ,265,4,1.0923,80,0.1429,0,132,189,134,158,208,183,175
176,Ç¦,265,2,0.0488,23,0,0,107,290,187,151,,79,176
177,Ê±×°,265,3,0.375,69,0,0,150,279,223,330,29,126,177
178,ÏòÈÕ¿û,258,3,1.5152,220,0,0,235,257,168,142,166,223,178
179,¼ç´ø,258,2,0.7823,155,0,0.39,160,182,164,148,159,171,179
180,ÔË¶¯¿ã,258,1,1.1757,129,0,0.52,180,194,175,181,147,100,180
181,Æá,258,1,0.625,155,0,0,227,263,324,305,,297,181
182,ºûµû»¨,250,1,1.7037,250,0,0,,230,241,207,198,241,182
183,ÑÌ¾í,250,1,1.1475,138,0,0,,,,,,,183
184,ÂÞ²·,250,3,0.7015,129,0,0.65,173,169,174,193,162,172,184
185,·þ×°,250,3,4.6111,147,0,0,138,195,75,147,188,225,185
186,Ð¬´ø,236,4,1.2987,181,0,0,207,309,254,268,,323,186
187,ÍÃ×Ó,236,2,1.1125,213,0,0,157,259,181,,225,330,187
188,É¡,236,2,0.625,23,0,0,,324,243,,287,238,188
189,¶¡×Ö¿ã,236,3,1.7206,138,0,0,178,150,179,162,144,179,189
190,ËÔ°È,236,3,0.5,90,0,0,251,192,204,221,200,234,190
191,³ÉÒÂ,228,1,4.2826,164,0.0625,0.2,186,171,238,206,182,218,191
192,Éþ×Ó,228,3,0.4464,100,0,0,260,156,165,154,221,184,192
193,Ö½,228,1,0.0323,10,0,0,,,,,,,193
194,ÄÚÒÂ,228,2,2.2037,47,0,0,295,,,328,,,194
195,²¤ÂÜ,220,3,1.0678,110,0,0,158,228,207,164,172,180,195
196,ÓÍÆá,220,2,1.1791,138,0,0,174,216,227,200,205,196,196
197,¶Ç¶µ,213,1,1.9041,181,0,0,,,,,,,197
198,Ò¹ÊÐ,213,3,1.2857,119,0.0909,0.14,147,111,66,83,156,197,198
199,ºÉÒ¶,213,2,1.7867,100,0,0,247,106,145,174,178,166,199
200,Í²,213,2,1.5,110,0,0,248,236,217,252,252,233,200
201,Á³Æ×,205,3,0.7761,147,0,0,,,253,313,289,301,201
202,´óÃ×,205,1,6.5472,197,0,0,,176,206,,,,202
203,Å®°ü,197,3,0.3818,58,0,0,,297,212,185,259,210,203
204,Å£Æ¤ÌÇ,197,1,0.1111,47,0,0,,,,,,,204
205,Ë¿Íà,197,2,0.3953,80,0,0,232,170,198,175,180,199,205
206,³û¾Õ,197,2,2.1053,129,0,0,220,261,211,250,235,332,206
207,ÌÇ,189,2,1.3542,110,0,0,285,99,97,124,128,162,207
208,Ëø,189,2,0.2292,47,0,0.5,246,322,,183,,189,208
209,ÍÏÐ¬,189,1,4.75,189,0,0,,,,,,,209
210,ÌÒ,181,3,0.9348,80,0,0,266,229,229,187,,250,210
211,ºì°ü,181,1,0.0556,23,0,0,,,,,,,211
212,ÏÌÓã,181,2,0.3333,100,0,0,,,202,177,,,212
213,Àê,181,3,0.9348,80,0,0,272,232,,189,,253,213
214,Ð¡¼¦,172,1,1.0238,69,0,0.56,,,,,216,,214
215,À®°È¿Ú,172,1,1.16,47,0,0,215,272,,282,263,216,215
216,¾Õ»¨,172,2,0.8095,90,0,0,301,222,196,,233,211,216
217,³÷,172,1,1,129,0,0,,,,,224,,217
218,°×»Ò,172,1,1.3529,155,0.1333,0,,,,,,,218
219,°Ù»õ,164,1,0.6981,69,0,0,,231,,,,263,219
220,ÒÏ,164,1,2.575,138,0,0,219,303,256,237,279,245,220
221,É³,164,1,0.7115,90,0,0,,,,264,302,,221
222,ÃÜèÖ,164,1,1.1786,35,0,0,213,,,,269,,222
223,ÑÌ,164,2,0.8621,47,0,0,183,205,260,203,215,163,223
224,±´,164,2,1.3571,110,0,0,,61,214,,251,229,224
225,ÇÉ¿ËÁ¦,164,1,0.6863,129,0,0,,328,293,136,,,225
226,ÄÚ³Ä,164,2,1.2258,138,0,0,,280,,,,,226
227,²¼¶¡,155,1,0.1364,10,0,0,256,177,219,170,230,157,227
228,ÎÀÒÂ,155,1,0.6667,23,0,0,133,301,,210,295,193,228
229,¹ÒÊÎ,155,1,0.8636,100,0,0,206,,173,,303,291,229
230,É´Íø,155,2,0.5676,47,0,0,243,319,251,231,196,213,230
231,ÀóÖ¦,155,1,4.0638,155,0.0667,0,,,,99,256,276,231
232,Óñ,155,2,1.0926,110,0,0.22,,183,268,331,227,206,232
233,ÈýÎÆÓã,155,2,0.7843,100,0,0,298,245,234,293,237,226,233
234,÷ë,147,1,1.2727,80,0,0,,260,190,199,234,235,234
235,ÍÁ¶¹,147,1,1.119,90,0,0,,250,,,,,235
236,°ÅÀÙ,138,1,2.8571,129,0,0,237,283,239,216,248,275,236
237,±Ê,138,1,0.3191,35,0,0,167,161,150,120,170,242,237
238,¿Úºì,138,1,2.7321,80,0,0,164,179,163,307,,,238
239,Ç¦×Ö,138,2,0.0667,10,0,0,,,,,,,239
240,Æì,138,1,2.125,110,0.2,0,252,217,262,267,190,,240
241,Íà×Ó,129,1,1.2941,90,0,0,,,306,,275,,241
242,ÕÖÉÀ,129,1,0.4286,69,0,0,,,236,,,,242
243,ÊÖ»ú,129,1,0.4348,23,0,0,203,300,209,,,202,243
244,Ã¨ßä,129,1,1.6615,90,0,0.2,245,193,149,243,199,224,244
245,Éþ,129,2,0.2069,35,0,0,226,187,252,245,250,185,245
246,±¾,129,1,0.15,35,0,0,151,,139,218,127,255,246
247,»­,129,1,3.1471,90,0.25,0.7,197,207,267,232,218,220,247
248,¹û×Ó,129,1,0.125,10,0,0,,,,,,,248
249,Ð¬,129,2,0.1111,23,0,0,,188,180,290,193,299,249
250,´ó¶¹,119,1,0.6667,47,0,0,,,,,,,250
251,Êé,119,1,0.0588,10,0,0,,,,,,,251
252,Ë®õõ,119,1,0.32,58,0,0,,,,,,,252
253,°×²Ë,119,1,5.35,138,0,0,286,,,,,,253
254,°ü,119,1,0.1176,10,0,0,202,323,176,251,204,,254
255,±­,119,1,1.48,69,0,0,,,,,,243,255
256,Ç¹,119,1,0.3889,23,0,0,,,,,,158,256
257,ÉÏ×°,110,1,9.0435,69,0.1667,0.53,,,,,,,257
258,É´È¹,110,1,0.9574,100,0,0,196,165,177,223,183,153,258
259,ÆÁ,110,1,3.08,100,0.2222,0,278,,286,,276,279,259
260,ÄÏ¹Ï,110,1,1.5,80,0.1429,0,,,210,217,239,205,260
261,Ö½´ü,110,1,0.2105,23,0,0,,201,322,,,,261
262,ÌÒ×Ó,110,1,2.1481,69,0.1667,0,230,253,272,233,219,269,262
263,ÄÚ¿ã,100,1,0.1053,23,0,0,240,115,303,213,,244,263
264,Îèµ¸,100,1,1.375,69,0,0,,246,,195,,248,264
265,Äñ,100,1,0.3684,47,0,0,185,235,132,196,274,117,265
266,ÏæÁ«,100,1,1.6111,58,0,0,,,,,264,,266
267,ÄÐ×°,100,1,1.8846,58,0.4,0,130,,,262,187,,267
268,Î§È¹,100,1,5.0526,47,0,0,,,,,,,268
269,Ì¿,100,1,0.3,23,0,0,,,291,,,175,269
270,Ã±×Ó,100,1,3.6364,23,0,0,194,,,,,,270
271,Ñó×°,100,1,0.2778,35,0,0,,,,306,,,271
272,ÌÀÔ²,100,1,3.6154,23,0,0.35,,243,,,117,,272
273,¼¦ÍÈ,100,1,0.375,58,0,0,222,,228,311,,,273
274,ÃÔÄãÈ¹,100,1,2.6087,35,0.3333,0,,219,,279,288,239,274
275,¿ã´ø,100,1,1.8226,58,0,0,296,296,281,240,320,341,275
276,ÍøÑÛ,90,1,0.5238,47,0,0,300,,304,222,261,,276
277,¹Ò¼þ,90,1,0.2778,35,0,0,,213,257,169,,262,277
278,Å£½î,90,1,0.75,35,0,0,234,211,297,,223,212,278
279,°óÉþ,90,1,1,69,0,0,,,310,227,,,279
280,±¡ºÉ,90,1,0.7143,69,0,0,267,166,170,316,265,272,280
281,´ü,90,1,0.1667,23,0,0,,,231,319,,,281
282,Íë,90,1,1.5217,69,0,0,,,,,,,282
283,Ë®ÊÖ·þ,90,1,0.0303,23,0,0,,,,,,,283
284,Ç××Ó×°,90,1,0.4,35,0,0,,,,,,,284
285,ÒÂ¿ã,90,1,2.6667,80,0,0,271,262,,224,,236,285
286,ÃÛÌÇ,90,1,0.4211,35,0.3333,0,,87,88,112,77,102,286
287,ÑüÎ§,90,1,0.0833,10,0,0,273,331,274,291,318,270,287
288,Ð¡°×²Ë,80,1,1.2105,47,0,0,275,,263,,,,288
289,²ÝÃ±,80,1,5.3333,69,0,0,,,284,,,,289
290,Ð¡Ä«Óã,80,1,1,47,0,0,223,298,265,248,229,288,290
291,ÂÌ²è,80,1,0.4444,35,0,0,,273,,,,,291
292,¼¦,80,1,1.65,10,0,0,253,247,235,241,,249,292
293,Å¸,80,1,1.4545,58,0,0,224,282,307,202,291,,293
294,¹úÆì,80,1,0.7586,69,0,0,,,,160,151,331,294
295,ÎàÍ©,80,1,3.5455,23,0,0,268,,,,,,295
296,¶¬×°,80,1,0.3571,23,0,0,,,316,320,,310,296
297,ÖÓ,80,1,0.1429,23,0,0,,223,,,,,297
298,ÄûÃÊ,80,1,0.4444,35,0,0,,191,136,140,,,298
299,ÅÝ²Ë,80,1,7.3333,80,0,0.7,261,162,,,160,173,299
300,Î÷¹Ï,80,1,5.0952,23,0,0,204,306,,225,,315,300
301,Öé×Ó,80,1,0.6522,47,0.25,0,,,326,310,313,337,301
302,Ä§¶¹,80,1,9.5,69,0,0,176,,,,,,302
303,ÏãéÄ,80,1,4.0667,80,0,0,,,,,,,303
304,ºÚË¿,80,1,0.2857,10,0,0,,,273,259,,316,304
305,ÅäÊÎ,80,1,2,58,0,0,,333,330,336,,,305
306,ÍÂË¾,69,1,2.1667,58,0,0,,,,,,,306
307,ÓñÆ÷,69,1,0.2222,10,0,0,,,,,,,307
308,ÆÏÌÑËá,69,1,0.6667,10,0,0,,,,,,,308
309,ÎÃ×Ó,69,1,0.5263,47,0,0,,33,,150,,,309
310,×©,69,1,0.7353,47,0,0,,,,,,,310
311,ÅçÆá,69,1,2.2895,58,0,0,,227,,270,290,326,311
312,Í©,69,1,0.3333,23,0,0,236,,,,,305,312
313,ÃÞ²¼,69,1,0.2222,23,0,0,,,,,,,313
314,Ïó,69,1,0.7222,47,0,0,279,,,300,,280,314
315,ÉÀ,69,1,1.2105,35,0,0,,274,,,,328,315
316,Ë¿³ñ,69,1,0.4545,23,0,0,,,,,,,316
317,Ì´,69,1,0.64,58,0,0,,,,,,,317
318,tv,69,1,0.5,23,0,0,,,314,318,,309,318
319,ÏßÌõ,69,1,1.0556,47,0,0,225,,216,,,265,319
320,·­³µÓã,69,1,0.3333,35,0.3333,0,,318,,273,282,,320
321,Ð¡ºÐ,69,1,3,47,0.25,0,,,,,,,321
322,»ÕÕÂ,69,1,0.6,35,0,0.54,210,224,292,,226,295,322
323,´óÍ²,69,1,0.1538,10,0,0,311,269,,,,296,323
324,½×ÌÝ,69,1,1.1667,47,0,0,,,,204,,283,324
325,ÄÐÐ¬,69,1,0.1429,10,0,0,228,,,,,,325
326,Î÷¿ã,69,1,0.3333,23,0,0,229,252,172,208,,,326
327,³ÄÉÀ,69,1,0.625,35,0,0,134,60,117,156,87,96,327
328,½Û×Ó,69,1,1.9375,47,0,0,,,,289,,,328
329,°å,69,1,0.8077,35,0,0,,,,329,315,,329
330,º«¾ç,69,1,1.1,58,0,0,314,,,,,,330
331,ÀÏ´Ö²¼,69,1,4.7941,58,0.2,0,,,,,,,331
332,Å£×Ð·þ,69,1,1.4118,69,0,0,,181,240,,271,318,332
333,ÓðÃ«,69,1,0.8235,58,0,0,319,,,,,,333
334,Ä¾ÃÞ»¨,69,1,1.1667,23,0,0,249,,,,,,334
335,ÐÝÏÐÐ¬,69,1,0.1429,10,0,0,,,,,,,335
336,ÏÉÈËÕÆ,69,1,0.4118,23,0,0,,220,,,,,336
