ÅÅÃû,ËÑË÷´Ê,ËÑË÷ÈËÆø,Ïà¹ØËÑË÷´ÊÊý,µã»÷ÂÊ,µã»÷ÈËÆø,Ö§¸¶×ª»¯ÂÊ,Ö±Í¨³µ²Î¿¼¼Û,ÈÕÆÚ£º20170615,ÈÕÆÚ£º20170616,ÈÕÆÚ£º20170617,ÈÕÆÚ£º20170618,ÈÕÆÚ£º20170619,ÈÕÆÚ£º20170620,ÈÕÆÚ£º20170621
87,Æ¤´ø,956,17,0.8141,547,0.0395,1.55,84,79,88,86,85,103,87
88,ÂÖ,928,6,1.4468,588,0.0119,0,82,85,82,81,84,96,88
89,Ë¿,912,6,1.6104,593,0.1765,1.18,80,115,136,78,88,87,89
90,Å¦¿Û,912,14,1.1817,573,0.0494,1.39,111,101,86,95,103,94,90
91,ÂÜ²·,899,9,1.0478,562,0.0127,0.72,85,82,91,82,87,95,91
92,Ã×,891,12,1.68,603,0.0575,0,93,77,95,97,80,90,92
93,°Ø,879,11,1.9275,685,0.0288,0,87,96,90,85,89,97,93
94,ÉÙÅ®×°,870,6,1.0459,493,0.0606,0.86,210,89,101,139,104,118,94
95,´óÂó,845,1,2.243,618,0,0,,245,,,,,95
96,ÒÂ³÷,845,8,2.8657,531,0.0137,0,121,134,114,134,120,157,96
97,°ü°ü,837,1,1.5562,557,0,0.33,205,,,309,,193,97
98,¾í,833,6,1.2659,628,0,0,95,91,81,87,95,78,98
99,ÔÂÑÀ,811,1,1.7449,326,0.1053,0.39,319,,,,,,99
100,ÉÏÒÂ,794,12,1.0374,466,0,0,86,57,40,66,66,66,100
101,Ä¢¹½,789,13,0.8519,499,0,0,73,36,160,105,135,130,101
102,½ðÊô,785,10,0.6658,471,0,0,112,109,121,116,114,127,102
103,ÓãÎ²,749,7,1.1953,488,0.0154,0.96,89,165,161,124,133,81,103
104,±¬Ã×»¨,745,2,2.6463,583,0.0241,0.85,,93,126,89,122,89,104
105,ÆÐÌá,731,1,5.0829,657,0,0,,,,,,,105
106,Í²¿ã,731,9,0.7811,352,0,0.53,94,133,83,101,96,119,106
107,µÍÑü¿ã,704,4,0.7049,371,0,0.63,201,138,102,138,79,141,107
108,·þ×°,690,6,1.1244,471,0,0.13,162,131,103,220,200,280,108
109,¿Û×Ó,671,12,0.8065,250,0,1.04,105,125,105,111,140,139,109
110,ÌìË¿ÃÞ,652,4,1.02,402,0.02,0.7,88,170,111,178,216,73,110
111,´ø×Ó,633,7,0.725,346,0.0244,0,133,118,119,108,126,110,111
112,Ë¿´ø,633,6,0.6311,425,0,0.21,104,113,118,94,97,98,112
113,Ä¥Ã«,618,8,1.413,402,0.04,0.19,144,112,123,114,110,131,113
114,ÏðÆ¤½î,613,7,0.9654,383,0,0,126,142,148,164,142,114,114
115,òåòå,613,6,1,396,0,0,166,162,163,160,129,138,115
116,Ìú»·,613,7,0.9098,389,0,0.21,181,105,64,90,118,86,116
117,¹¤×°¿ã,603,7,1.0805,408,0.0588,0.35,101,103,140,91,52,101,117
118,±³´ü,603,6,1.1338,443,0.0526,0,182,169,134,137,139,129,118
119,Å£×Ð²¼,598,10,0.981,313,0,0.6,120,130,128,106,101,121,119
120,Ïð½î,583,6,1.536,377,0.0435,0,110,102,129,113,115,108,120
121,Öé,583,3,1.0417,443,0,0.1,96,99,104,118,116,115,121
122,ÑÌ»Ò,578,8,1.5511,396,0.0612,0.4,114,106,106,93,102,104,122
123,Ð¡³û¾Õ,573,4,1.3079,449,0.0345,0.16,123,156,135,128,121,144,123
124,Ð¡Â¹,568,5,2.0736,402,0.04,0,98,46,113,104,113,46,124
125,ºûµû,568,4,1.5323,431,0,0.31,145,150,170,151,128,145,125
126,ÆÏÌÑ,552,1,4.8159,510,0.0725,0.45,147,,,,,,126
127,¿É¿É,552,3,1.3385,286,0.0625,0,141,151,164,161,119,168,127
128,Âí¼×,547,1,0.75,306,0.0286,0,,,,,245,267,128
129,Ñ©Àæ,547,8,1.2521,333,0.0256,0.5,135,159,120,98,112,135,129
130,·ä³²,547,6,1.6887,358,0.0233,0,143,172,144,148,123,147,130
131,Óã,542,5,0.9174,339,0.125,0,139,129,130,115,117,125,131
132,²ÝÝ®,542,4,1.1116,300,0.0294,0.29,172,116,124,150,160,161,132
133,Ïä×Ó,542,6,1.6245,389,0.0208,0,185,136,162,125,144,143,133
134,µÑ,536,3,1,272,0.0333,0,129,135,125,122,131,128,134
135,±³ÐÄ,531,7,1.4595,279,0.0323,0.19,103,71,150,75,111,56,135
136,²¾,515,4,0.3521,181,0,0,130,123,116,123,106,120,136
137,ÖÛ,504,4,1.5484,358,0.0698,0,128,143,139,149,161,132,137
138,Çï×°,488,7,0.8945,258,0,0.6,109,126,166,96,137,116,138
139,ËâÄà,482,1,2.4762,471,0.0161,0,,,109,99,68,,139
140,·¬ÇÑ,477,5,2.0747,419,0.0755,0,169,107,137,110,148,122,140
141,³ÄÉÀ,477,4,3.0787,414,0,0,178,94,152,107,158,79,141
142,ÖÆÆ·,454,1,4.4744,431,0.0545,0,,,,141,157,150,142
143,ÒÂ¿ã,443,1,1.5533,220,0.0435,0,170,168,234,185,159,,143
144,Ë®×ê,443,5,1.0919,300,0.0294,0,137,120,115,126,108,126,144
145,°×°ÙºÏ,443,4,1.1447,306,0,0.16,117,197,67,154,132,183,145
146,Ñò,443,4,2.9091,365,0.0455,0,158,173,107,130,147,148,146
147,Âí,437,3,1.4695,333,0.0256,0,102,119,167,127,107,171,147
148,µõ´øÈ¹,425,2,1.4663,320,0.027,0.55,202,261,173,216,,286,148
149,¾«Æ·,425,4,1.0783,306,0.0286,0.65,163,190,248,237,154,272,149
150,Õë,402,4,2.0846,326,0.0526,0.56,180,185,192,198,155,153,150
151,Ð¬×Ó,389,3,0.5545,138,0,0,241,192,344,341,,,151
152,Î÷¿ã,389,1,1.5089,250,0.2222,1.9,242,332,182,286,202,,152
153,½´,389,2,3.1962,313,0,0.6,153,122,85,303,92,293,153
154,µ°Ì¢,389,1,2.281,333,0.0256,0,311,,322,206,169,195,154
155,ÉñÆ÷,383,5,0.8425,172,0,0,155,171,169,187,168,137,155
156,°ÍÊ¿,383,2,4.4375,352,0,0,,166,275,168,176,165,156
157,Ä¾,377,4,2.4176,300,0.0588,1.67,113,187,138,152,124,133,157
158,¹¤¾ß,371,3,0.402,164,0,0,152,194,187,170,,253,158
159,±Ê,365,3,0.5849,155,0.0667,0,176,177,158,135,166,158,159
160,ÂÞ²·,358,4,0.8125,220,0,0.71,67,153,197,188,187,134,160
161,Ë¿Íà,346,3,0.8673,138,0,0.29,107,145,154,155,167,162,161
162,Éþ×Ó,346,6,0.6331,213,0,0,165,163,157,176,330,174,162
163,¹ê,346,1,3.6741,286,0,0.6,,167,149,190,171,154,163
164,ÍâÌ×,333,5,1.0921,155,0.0667,0.05,63,87,132,143,153,65,164
165,÷ë,320,1,0.5915,189,0,0,167,199,188,163,228,167,165
166,ÉÀ,313,2,1.6385,243,0.1538,0,189,217,284,,278,230,166
167,ÔË¶¯¿ã,306,2,1.2376,155,0,1.35,92,100,171,205,143,194,167
168,ºÉÒ¶,306,4,1.0265,243,0,0,223,164,98,186,163,159,168
169,Æ¤½î,300,4,0.4944,129,0,0,191,180,155,171,218,206,169
170,°ü,293,3,0.75,119,0,0,230,211,235,100,146,166,170
171,ÓÍÆá,286,3,1.3598,189,0.0526,0,212,244,213,191,181,179,171
172,Ð¬,286,4,1.086,172,0,0.39,308,127,200,133,230,,172
173,±È»ùÄá,286,2,1.8034,181,0,0,235,200,,207,205,190,173
174,èÖ,286,2,4.8295,250,0.037,0,,227,,252,255,265,174
175,Äñ,279,4,0.8229,205,0,0,186,157,110,159,152,142,175
176,¹âÄ»,279,1,5.32,243,0.1154,0,,,,,,,176
177,³È,279,2,0.8384,243,0,0,118,92,89,117,138,100,177
178,¼ç´ø,279,3,0.7692,119,0,1.56,115,203,168,158,141,149,178
179,ÑÌ,279,4,1.4459,164,0.0625,0.68,190,205,175,162,204,255,179
180,¶¡×Ö¿ã,279,3,0.9029,164,0,0,200,189,183,226,213,221,180
181,ÌÇ¹û,279,1,0.3729,100,0,0,173,137,184,174,207,67,181
182,É´È¹,272,3,0.7157,181,0,0.38,116,154,147,166,224,152,182
183,½ð±Ò,272,1,2.1324,189,0,0,,,194,,175,,183
184,»ÕÕÂ,272,3,1.5455,181,0,0.55,196,242,212,194,206,186,184
185,Ò¹ÊÐ,258,3,0.6466,138,0,0,154,152,122,179,165,146,185
186,ÍÃ×Ó,258,2,0.5439,100,0,0.55,221,,,231,279,289,186
187,É´Íø,258,3,0.4783,129,0,0,217,234,271,227,265,218,187
188,¹âÍ·,258,4,0.8317,181,0,0,148,220,151,144,162,155,188
189,ÏÌ²Ë,250,1,0.1395,23,0,0,,,,,,,189
190,Í°,250,4,0.2603,110,0,0,326,241,220,236,,163,190
191,òßòÑ,250,1,3.7407,228,0,0,,226,225,,,,191
192,Á³Æ×,243,4,1.1084,147,0,0,188,288,301,330,231,283,192
193,ÌÇ,243,2,1.7917,189,0,0,132,219,153,172,127,164,193
194,¿¨,243,4,0.2179,69,0,0,108,,346,165,192,173,194
195,Å£½î,228,3,0.4054,119,0,0,215,318,242,202,,192,195
196,¶Ì×°,228,2,0.4943,129,0,0,157,155,76,192,72,200,196
197,Ñü·â,228,3,1.9009,189,0.1053,0,,252,221,,203,231,197
198,Á¹Ð¬,228,2,1.0795,155,0,0,,179,232,259,,,198
199,ÏÌÓã,220,2,0.3333,80,0,0,,,,214,313,242,199
200,¹Ä,220,1,5.7833,205,0,0,,,,215,,,200
201,ÓñÃ×,213,3,3.5484,197,0,0,164,240,,276,,284,201
202,Ç¦,213,2,0,0,0,0,301,128,159,147,150,182,202
203,ÍÃ,213,2,1.2609,129,0,0,171,249,133,56,,106,203
204,Ã¨ßä,205,2,1.8955,138,0,0.16,140,181,181,211,226,210,204
205,¿§·È,205,2,4.3235,90,0.125,0,,,,,317,,205
206,Å®°ü,197,3,0.7115,80,0,0,,81,269,347,292,185,206
207,Á´Ìõ,197,3,0.6512,90,0,0.65,225,214,329,230,190,245,207
208,±´,197,3,1,138,0.2308,0,283,175,193,153,220,136,208
209,Å®È¹,197,1,1.7614,155,0,0,,275,257,,309,299,209
210,Íà,181,1,0.6774,58,0,0,203,204,203,208,211,201,210
211,¸ß¸úÐ¬,181,1,1.9,147,0,0,278,304,231,254,,,211
212,ÒÂ¹ñ,172,2,3.5217,147,0.1429,0,138,132,30,175,105,298,212
213,½ð,172,1,2.4419,129,0.0833,0,124,124,127,120,136,84,213
214,µ¶,155,1,0.7193,100,0,0,314,294,,318,252,203,214
215,Ö½´ü,155,2,0.4651,80,0,0,,,338,250,,,215
216,ÌÒ×Ó,155,1,2.4545,119,0,0,232,263,239,251,229,215,216
217,Ë¯¿ã,155,1,1,100,0,0,,,,,,,217
218,»ð¹ø,147,1,0.7222,35,0,0,,,302,,310,243,218
219,ÇÔÌýÆ÷,147,1,0,0,0,0,,,,,,,219
220,ÌúÈ¦,147,2,0.8704,90,0,0,299,248,,337,262,277,220
221,½ºÄÒ,147,1,0.1613,47,0,0,,195,,,173,169,221
222,Ë®Í°,147,1,0.4444,69,0,0,302,281,287,193,302,279,222
223,Í²,147,1,1.0357,47,0,0,248,230,247,223,221,226,223
224,Ð¬´ø,138,2,0.8222,119,0,0,285,276,227,305,,209,224
225,ÅçÆá,138,1,0.4516,35,0.3333,0,316,277,306,238,193,302,225
226,ÇéÂÂ×°,138,2,0.5,35,0,0,97,182,131,131,100,,226
227,Ã±,138,2,1.878,119,0.1818,0,,,,,178,,227
228,ÒøÍë,138,1,0.7692,100,0,2.86,,,,,,,228
229,Ïß,138,2,0.7,90,0,0,,253,141,184,179,181,229
230,×°ÊÎÆ·,138,1,0.36,47,0,0,,,286,241,,,230
231,¿Õµ÷,138,1,2.7073,110,0.4,0,,218,,,283,232,231
232,Ö²Îï,138,1,1,90,0,0,,,,311,219,219,232
233,Æá,138,1,0.5625,58,0.2,0,291,255,341,234,305,316,233
234,Î÷¹Ï,138,2,2.5882,90,0,0,226,222,254,,183,262,234
235,ÇÉ¿ËÁ¦,138,2,0.5741,110,0,0,307,,240,195,308,176,235
236,Ð¡Ä«Óã,129,1,0.7632,58,0,0,256,260,241,268,243,248,236
237,ÏæÁ«,129,1,0.4857,80,0,0,,,,321,,,237
238,²¼¶¡,129,2,0.2778,23,0,0.44,195,215,,212,196,216,238
239,³ÉÒÂ,129,1,1.8333,100,0.1111,0.06,159,225,196,199,,172,239
240,µÆ,129,1,0.28,23,0,0,251,,,355,270,,240
241,Öñ,129,1,3.7381,80,0.1429,0,,,266,,,,241
242,¾Æ,129,1,0.7931,110,0,0,333,,209,301,,,242
243,Ê±×°,129,1,0.3103,58,0,0,177,274,45,260,249,295,243
244,ÈýÎÆÓã,129,1,0.6667,35,0,0,219,,195,228,290,323,244
245,ÍÞÍÞ,119,1,2.05,35,0,0.19,151,174,312,279,,238,245
246,³û¾Õ,119,1,1.0778,90,0,0,229,196,206,245,,241,246
247,Ä§¶¹,119,1,2.4091,100,0,0,254,193,216,302,,,247
248,Æì,119,1,1.5806,100,0.1111,0,259,247,186,180,289,273,248
249,Èý½Ç¿ã,110,1,3,110,0,0.05,255,,204,218,182,178,249
250,Ð¡Î÷×°,110,1,1.6,23,0,0,,,,,,,250
251,ÃÞ¿ã,110,1,0.2143,10,0,0,,,,,199,220,251
252,Ð¡°×²Ë,100,1,0.7692,69,0.1667,0,220,239,258,267,241,236,252
253,Á´×Ó,100,1,1.0789,80,0,0,,,304,,,,253
254,ºüÀê,100,1,0,0,0,0,,317,282,,322,140,254
255,Ïó,100,1,1.6,80,0,0,,246,,296,,276,255
256,Í¯×°,100,1,5.9231,47,0,0,127,,177,239,296,308,256
257,ÒÏ,100,1,1.0741,90,0,0,327,267,,209,327,257,257
258,Ö¯Îï,100,1,2.1111,69,0,0,216,268,244,233,299,217,258
259,Ð¾,100,1,4,35,0.3333,0,211,271,224,249,248,260,259
260,¾í×Ó,100,1,4.2381,58,0,0,,,,,,202,260
261,Ê®×Ö¼Ü,100,1,1,47,0,0,,,339,,304,,261
262,ÃÞ»¨,100,1,2.1429,80,0.1429,0,253,,,255,215,270,262
263,ÑüÎ§,100,1,0.6,69,0,0,293,,,204,250,,263
264,Ç¹,100,1,0.9375,35,0,0,,117,,,,322,264
265,¹ñ,100,1,2.7143,80,0,0,,,,,,,265
266,Îèµ¸,90,1,0.76,58,0.2,0,,293,,,256,,266
267,Ñà×Ó,90,1,0.8261,35,0,0,,,288,319,188,160,267
268,À®°È¿Ú,90,1,1.2041,69,0,0,194,207,178,173,222,191,268
269,²¤ÂÜ,90,1,2.625,69,0,0.11,213,266,308,351,189,156,269
270,¾Õ»¨,90,1,0.6176,58,0.2,0,207,224,218,243,244,274,270
271,ÌÒ,90,1,1.1,10,0,0,236,300,202,,172,,271
272,ÌÇÒÂ,90,1,2.9444,80,0,0,,,,,,,272
273,Åô,90,1,0.8182,69,0,0,,228,205,288,276,287,273
274,Í©,90,1,1.7857,80,0.8571,0,262,278,211,352,,223,274
275,±¡ºÉ,90,1,1.875,80,0,0,322,,330,272,277,249,275
276,ÄÐ×°,90,1,1.6471,35,0,0.38,100,216,331,146,232,,276
277,¶Å¾é,90,1,1.7895,58,0,0,,,253,308,,,277
278,ÑòÍ·,90,1,1.9455,90,0,0.25,,,,,,,278
279,Éþ,90,1,0.6667,69,0,0,271,236,272,156,130,124,279
280,ÕëÖ¯ÉÀ,90,1,1.75,58,0,0,243,,,,267,,280
281,Àê,90,1,1.1,10,0,0,238,306,,,174,,281
282,ÃÔ²Ê·þ,90,1,0.7667,69,0.1667,0,,,,,,,282
283,Ñó×°,90,1,0.4762,35,0,0,,307,236,,,261,283
284,¸à,90,1,0.1379,35,0,0,,,,,239,,284
285,ºÚÉ´,80,1,0.0833,10,0,0,,,,,,,285
286,ÍÂË¾,80,1,2.8333,35,0,0,261,,,,,,286
287,ÊÖÁ´,80,1,1,35,0,0,,,,,,,287
288,¼¦,80,1,0.3333,35,0.3333,0,179,296,260,256,180,244,288
289,Å¸,80,1,0.4118,58,0,0,275,316,,,,237,289
290,¹Ò¼þ,80,1,4.5714,58,0,0,250,208,179,219,210,,290
291,Éª,80,1,0,0,0,0,209,321,,307,246,306,291
292,¸ñÄ¾,80,1,6.8667,80,0,0,298,301,,353,324,,292
293,°Ù»õ,80,1,0.1538,10,0,0,324,,,354,,239,293
294,ÊÖïí,80,1,1,35,0,0,,,,,,,294
295,¶¬×°,80,1,0.2308,23,0,0,,,316,221,209,,295
296,·­³µÓã,80,1,0.7273,69,0,0,,,,,,259,296
297,ºÚÄµµ¤,80,1,1.4286,58,0,0,268,270,265,266,301,246,297
298,ÄÌÕÖ,80,1,0.3846,10,0,0,,,,,,,298
299,Öí×Ð,80,1,1.5909,69,0,0,,,,,,,299
300,Ëø,80,1,0.25,23,0,0,290,289,,369,331,211,300
301,É¡,80,1,0.2727,10,0,0,239,284,215,,198,224,301
302,³¤È¹,80,1,0.4118,47,0,0,244,206,,300,268,105,302
303,Î÷×°,80,1,0.24,35,0,0,187,292,237,145,307,208,303
304,¹û×Ó,80,1,1.6538,58,0,0,,229,267,,,,304
305,°ÙºÏ,80,1,1.5,69,0,0,332,223,238,,,196,305
306,°å,80,1,0.65,47,0,0,,,,377,,294,306
307,ÑÛ¾µ,80,1,1.3077,47,0,0,,,,,214,,307
308,Ä¾ÃÞ»¨,80,1,0,0,0,0,,310,,314,,,308
309,ÏÉÈËÕÆ,80,1,2.4667,69,0,0,313,335,268,380,,,309
310,±Ê´ü,69,1,0.3636,35,0,0,,314,259,,,,310
311,ÍøÑÛ,69,1,1.2,47,0,0,228,184,249,281,242,229,311
312,ÎÃ×Ó,69,1,0.125,10,0,0,,,,182,,,312
313,ÏòÈÕ¿û,69,1,1.2353,35,0,0,246,161,185,169,194,205,313
314,ÃÞ²¼,69,1,0.5294,58,0,0,,,,,295,305,314
315,ÎÀÒÂ,69,1,9.7273,23,0,0.1,,,87,,257,207,315
316,°ÅÀÙ,69,1,3.2576,58,0,0.77,263,202,283,197,,268,316
317,ÄÏ¹Ï,69,1,0.1,10,0,0,325,146,,356,325,180,317
318,¹úÆì,69,1,1,35,0,0,,323,,262,280,,318
319,ÄÌ²è,69,1,9.3077,58,0,0,,,,,,,319
320,ÒÂÎï,69,1,1.0385,58,0,0,,,,,,,320
321,¾Ô,69,1,1.2667,69,0.6667,0,257,262,332,263,263,,321
322,tv,69,1,0.4444,23,0,0,,,,358,233,278,322
323,É³,69,1,1.75,58,0,0,247,186,117,,197,,323
324,¹ÒÊÎ,69,1,0.8095,58,0,0,276,326,291,225,234,,324
325,Ì¿,69,1,0.5333,35,0,0,,,,258,329,311,325
326,èÖ×Ó,69,1,1.375,58,0,0,279,256,,,,93,326
327,Ç××Ó×°,69,1,2.6818,58,0,0,289,,,,,291,327
328,¹·,69,1,0.4,35,0,0,,95,245,324,314,,328
329,Íß,69,1,4.3684,69,0,0,,,,,,,329
330,¶·Åñ,69,1,1.4706,47,0,0,,,,,,,330
331,¼Ð¿Ë,69,1,0.3571,35,0,0,,,,,,,331
332,Öé×Ó,69,1,1.1176,47,0.25,0,,,347,326,,271,332
333,ÓÎÓ¾ÒÂ,69,1,2.625,35,0,0,,,263,,,,333
334,½Û×Ó,69,1,0.3571,23,0,0,,,,342,,234,334
